project_ptr_id,name,budget,staff_list_plain,aims,description
325,<p>National Climate Change Adaptation Research Facility </p>,<p>$900K </p>,T Holmes,,
323,<p>Murdoch University Centre for Phytophthora Science and Management </p>,<p>$5K p.a. (2008-2011) $2.5K in 2011 </p>,M Stukely,,
320,<p>Murdoch University </p>,<p>Nil </p>,B Shearer,,
319,"<p>Murdoch University, South West Catchments Council</p>","<p>$14,000</p>","J Lane, A Clarke",,
318,"<p>Murdoch University, Caring for our Country</p>","<p>$215,000</p>","J Lane, A Clarke",,
317,<p>Murdoch University (Aquatic Ecosystems Research Group) </p>,<p>$22K in 2010-2011 </p>,"J Lane, A Clarke",,
316,<p>Microlensing Network for the Detection of Small Terrestrial EcoPlanets </p>,<p>Nil </p>,A Verveer,,
315,"<p>Millennium Seed Bank, Australian Seed Bank Partnership, Department of the Environment and Energy</p>","<p>$12,000</p>",A Crawford,,
314,"<p>Lowell Observatory, USA University of Maryland, USA </p>",<p>Nil </p>,A Verveer,,
313,<p>Kimberley Land Council </p>,<p>Nil </p>,"L Gibson, N McKenzie",,
312,<p>James Cook University </p>,<p>Nil </p>,S Field,,
310,<p>Chevron - Net Conservation Benefit</p>,"<p>$3,000,000</p>","D Algar, M Johnston, J Fletcher, N Hamilton, C Tiller, M Onus",,
968,,,,,
949,"<p>BHP, Department of Primary Industries and Regional Development, Department of Water and Environmental Regulation, Fortescue Metals Group, Precision Biomonitoring, Rio Tinto, Stantec</p>","<p>$475,000</p>",A Pinder,<p>To document the ecological effects of an introduced crayfish on Pilbara river river pools and to develop and test a 'point of need' eDNA detection tool for redclaw crayfish.</p>,
912,<p>University of British Columbia</p>,<p>Nil</p>,"T Holmes, C Ross","<p>Globally, many coral reefs have been impacted by the combined effects of declining water quality, over-fishing, and thermal stress due to climate change. The degradation of coral reefs in many instances has led to a ""phase shift"" from healthy coral to macroalgae-dominated. This project aims to conduct a meta-analysis of macroalgae on coral reefs in the Indian and Pacific Oceans to assess whether macroalgae percent cover correlates with local human disturbance.</p>","<p>Scientists and managers rely on indicator taxa such as coral and macroalgal cover to evaluate the effects of human disturbance on coral reefs, often assuming a universally positive relationship between local human disturbance and macroalgae. Using genus-level monitoring data from 1205 sites in the Indian and Pacific Oceans, this study assessed whether macroalgae percent cover correlates with local human disturbance while accounting for factors that could obscure or confound relationships. This study found relationships between the division or genera of algae and specific human disturbances that were not detectable when pooling taxa into a single functional category, which is common to many analyses. Ultimately, this work revealed that the convention to use percent cover of macroalgae as an indication of local human disturbance likely obscures signatures of local anthropogenic threats to reefs. This work has been published in Global Change Biology (https://onlinelibrary.wiley.com/doi/pdf/10.1111/gcb.16694)</p>"
534,"<p>Atlas of Living Australia, Council of Heads of Australasian Herbaria, CSIRO</p>","<p>$87,000</p>","J Huisman, R Butcher, B Richardson",,
397,<p>CSIRO Ecosystem Sciences </p>,<p>Nil </p>,S van Leeuwen,,
686,<p>Rio Tinto</p>,"<p>$8,600</p>",R Van Dongen,<p>To identify changes to vegetation cover across Yarraloola and Red Hill stations using Landsat satellite data.</p>,<p>This project uses time series of Landsat satellite imagery to look at changes in vegetation cover over Yarraloola and Red Hill stations. The changes were calculated from the mean cover values from baseline levels&nbsp;(1988 to 2014).&nbsp;&nbsp;</p>
683,"<p>Australian Research Council, Curtin University,&nbsp;Royal Botanic Gardens and Domain Trust (Mt Annan Botanic Gardens),&nbsp;The University of Western Australia,&nbsp;Australian Nuclear Science and Technology Organisation, United States Department of Agriculture, University of South Dakota (USA)</p>","<p>$732,000</p>",E Bunn,,
307,<p>Edith Cowan University</p>,<p>Nil</p>,"A Kendrick, M Rule",,
305,"<p>Department of the Environment and Energy, Scientec Pty Ltd</p>","<p>Nil</p>
<p>&nbsp;</p>",D Algar,,
838,<p>The University of Western Australia</p>,<p>Nil</p>,L Mccaw,,
592,"<p>Australian Research Council, University of Queensland, The University of Western Australia</p>","<p>$311,377</p>",M Byrne,,
581,"<p>NSW Rural Fire Service, Bureau of Meteorology</p>",<p>Nil</p>,L Mccaw,,
549,"<p>Australian Institute of Marine Science, The University of Western Australia</p>","<p>$400,000</p>",S Whiting,,
548,<p>Murdoch University</p>,"<p>$200,000</p>",S Whiting,,
547,"<p>Murdoch University, Curtin University</p>","<p>$300,000</p>",S Whiting,,
292,<p>Bushfire CRC</p>,<p>Nil</p>,L Mccaw,,
284,"<p>James Cook University, The University of Western Australia, Australian Institute of Marine Science, CSIRO Marine and Atmospheric Research, Department of Primary Industries and Regional Development, Western Australian Museum</p>",<p>Nil</p>,S Wilson,"<p>To understand how different environmental&nbsp;conditions influence&nbsp;coral&nbsp;communities and how climate change, in particular heat stress and coral bleaching, is altering&nbsp;the composition and cover of corals on reefs.&nbsp;</p>","<p>Hard corals create reefs that provide ecosystem services along the West Australian coastline. As such coral communities are recognised as ecological assets in the management plans for all tropical marine reserves and their condition is monitored relative to pressures by the Marine Science monitoring program. One of the greatest threats to corals reefs is climate change, in particular abnormally warm water events that stress corals causing them to bleach and in some cases die. This study documents the effects of recent warm water events that caused coral bleaching across the northern and mid sections of the Great Barrier Reef, Kimberley region and some of the offshore reefs of North West Australia. The study also uses information from locations around the world to&nbsp;assess the frequency of severe bleaching events.</p>"
951,<p>AusSeaBed Geoscience Australia</p>,<p>Nil</p>,"K Murray, W Robbins, K Zdunic","<p>To collect crowd sourced coastal soundings to improve the detail of bathymetry in the Kimberley which will improve understanding of coastal ecosystems and assist the development of a basic marine habitat data at a scale that is relatable to monitoring for fish species, mangroves, seagrass, macroalgae, sponges, and corals</p>","<p>Bathymetry is a fundamental dataset for understanding marine ecology and the management of the marine environment, such understanding the depths coral occur and where they are potentially susceptible to bleaching. Bathymetry in the Kimberley region is poorly charted, and some locations has not been updated since mapped by the first European explorers. Consequently, DBCA vessels need to be extremely cautious when navigating these waters to undertake management, monitoring and research operations in Kimberley regional waters. Echo sounder data can provide not only this missing depth data but can also provide information about the type of substrate or habitat, making this information very valuable for a poorly understood coastline.</p>
<p>&nbsp;</p>
<p>While national and state bathymetry capture programs can be slow and very expensive to run crowd sourcing bathymetry is one way to improve accuracy and detail in existing bathymetry models. Low cost <a href=""http://teamsurv.com/Logging/Smartlog-USB-NMEA0183-Logger"">Smart loggers</a> connected to existing standard navigation instruments can provide this crowd sourced data. Crowd sourced depths from multiple vessels operating on the <a href=""https://www.deepreef.org/images/stories/publications/conference-proceedings/CrowdsourcedBathyGBR_CSBIndustryDay2019.pdf"">Great Barrier Reef</a> (GBR) have been successfully reprocessed with traditional bathymetry sources improving the accuracy and detail in the GBR bathymetry model. This project would replicate the methodology in the GBR in collaboration with AusSeabed (<a href=""http://www.ausseabed.gov.au/"">http://www.ausseabed.gov.au/</a>) who would use regularly captured crowd sourced depth data, analyse and process the update to the Northern Australia bathymetry model then share the revised data back to DBCA.</p>
<p>&nbsp;</p>
<p>The role of AusSeabed would be to store the depth data, coordinate processing and distribute updated bathymetry models through online services. This project would be an investment in better bathymetry for the future as it is likely to be several years before enough depth data is collected to generate an update. This improved bathymetry information will provide the basis of future research and monitoring in Kimberley benthic habitats and improve the safety and ability of regional and BCS staff to undertake field work.</p>
<p>&nbsp;</p>
<p>In May 2020 3 SmartLog USB NMEA Data Logger&lsquo;s were purchased by RSSA Program for this project and have been waiting a gap in Kimberley Marine operations to do the installation.</p>
<p>Over time with sounding data from each vessel trip logged and processed by Ausseabed to improve the bathymetry data, the departmental benefits would include:</p>
<ul>
<li>Assisting navigation in areas where the confidence in existing navigation charts is low;</li>
<li>Providing a key dataset to maps marine habitat;</li>
<li>Improves our understanding our coastal ecosystems;</li>
<li>This output depth data also would provide record of where DBCA vessels have been and can be used for management purposes.</li>
<li>More informed monitoring, management and research.</li>
</ul>"
906,"<p>Australian Research Council, Flinders University, CSIRO, The University of Western Australia</p>","<p>$460,000</p>","S Krauss, D Merritt","<p>As the demand for ecological restoration grows rapidly, there is an increasingly urgent need and responsibility to use native seed for restoration as efficiently as possible. Our project&rsquo;s goal is to derive seed sourcing solutions that improve restoration efficiency under current and future environmental conditions. Specifically, we will comprehensively assess whether predictive sourcing for climate change increases restoration success. We will pursue our aims by integrating cutting-edge approaches in plant physiology, seed biology, soil science, and plant genomics with experiments embedded within post-mining rehabilitation sites. Expected outcomes include clear seed-sourcing solutions for better restoration in a climate-change context.</p>
<p>&nbsp;</p>","<p>This project contributes to the National Science and Research Priorities of Resources and Environmental Change for economic, environmental and social benefits. We address the practical research challenge of increasing knowledge of environmental issues associated with resource extraction. We aim to provide an improved understanding of key issues associated with seed sourcing that can impact the environmental success and economic efficiency of ecological restoration post-mining, thereby engineering increased effectiveness for sustainable and resilient restored native plant communities within a changing world. We address the need to provide options for responding and adapting to the impacts of environmental change on biological systems, urban and rural communities, and industry. We will endeavour to predict outcomes from seed sourcing decisions by testing the resilience of local genetic variation to respond to climate change and whether predictive sourcing of seed increases this capacity to respond.</p>
<p>&nbsp;</p>"
830,<p>Curtin</p>,<p>Externally Funded</p>,J Goetze,<p>NA</p>,<p>NA</p>
774,"<p>BioPlatforms Australia, Ian Potter Foundation, Royal Botanic Gardens Victoria, Centre for Australian Plant Diversity Research, Australian Tropical Herbarium, Royal Botanic Gardens and Domain Trust, Southern Cross University</p>","<p>$1,800,000</p>","M Byrne, S Krauss",,
703,"<p>Australian Research Council, The University of Western Australia,&nbsp;University of Adelaide,&nbsp;Australian Genome Research Facility</p>","<p>$525,000</p>",S Krauss,"<p>Objective 1. Use an in situ reciprocal transplant experiment to assess the influence of salinity on plant growth and&nbsp;gene expression across the salinity gradient (38-50 SU) in Shark Bay;</p>
<p>Objective 2. Use ex situ mesocosm experiments to test the response to synergistic climate change stressors of&nbsp;genotypes from low and high salinity sites grown under predicted 2030, and 2090 conditions;</p>
<p>Objective 3. Use ex situ mesocosm experiments to assess the effect of pulse climatic events on genotypes under&nbsp;present conditions, and those predicted for 2030, and 2090.</p>","<p>This research aims to advance our understanding of how temperate marine plants in their northern limit will&nbsp;respond to the effects of synergistic stressors from extreme events combined with climate change. in a UNESCO&nbsp;World Heritage site, Shark Bay, where a semi-permanent, salinity gradient maintained by shallow seagrass banks&nbsp;has resulted in unique ecosystems like stromatolites to persist. The project will generate new knowledge in the&nbsp;area of adaptation to climate change using a multidisciplinary, whole plant approach to examine the links between&nbsp;phenotypic plasticity, ecophysiological traits, and its genome. Expected outcomes include practical solutions for&nbsp;building resilience to climate change mitigation in marine ecosystems.</p>"
681,"<p>Department of Industry, Innovation and Science, The University of Western Australia</p>","<p>$1,314,652</p>","D Merritt, T Erickson",,
672,<p>Murdoch University</p>,<p>Nil</p>,"K Trayler, S Hoeksema",,
997,"<p>CSIRO, Ngadju Conservation Aboriginal Corporation, University of Bristol</p>","<p>$265,000</p>","C Gosper, K Zdunic, G Page",,
818,"<p>Ecological Horizons, Fortescue Metals Group, Roy Hill</p>","<p>$85,000</p>",L Gibson,"<ul>
<li>Are the Felixers sufficiently target specific (i.e. not recognising other species, particularly threatened species such as northern quolls, as targets)?</li>
<li>Are they effective at reducing cat numbers?</li>
<li>Does this translate into a positive effect on native species&nbsp;(primarily focusing on the endangered northern quoll)?</li>
</ul>","<p>Predation by feral cats is a primary threat to more than 100 species of native Australian animals, including mammals, reptiles and ground-dwelling bird species. Control of feral cats is difficult due to their preference to hunting live prey rather than accepting baits, their cryptic and nocturnal behaviour, and their ability to persist in almost every habitat across the continent.</p>
<p>Ecological Horizons Pty Ltd are developing an automated Feral Cat Grooming Trap (the &ldquo;Felixer&rdquo;) as a potential new tool for feral cat management. The unit detects the presence of a feral cat and sprays a lethal dose (8mg) of 1080 toxic gel onto the fur of the feral cat from up to four metres away. The feral cat instinctively grooms itself to remove the gel and in doing so ingests a lethal dose of the poison. The Felixer is capable of discharging 20 times (utilising 20 separate, measured dose cartridges) before the internal magazine needs to be reloaded with new cartridges. The unit takes a photograph every time the detection beams are crossed, allowing managers to assess the efficacy of the trap in differentiating feral cats from non-target species and also allowing Felixers to be used as stand alone, solar powered camera traps. This new technology is being trialled Australia-wide, with more than 50 units deployed in different environments, initially with non-toxic cartridges. Northern quolls were identified as a potentially problematic non-target issue for using Felixers to control feral cats in Western Australia due to their cat-like shape, and vulnerability to doses of 1080. In collaboration with Roy Hill and FMG, DBCA have been trialling three Felixer units in the Pilbara to determine their safety and efficacy.</p>
<p>If found to be efficient and effective, this automated unit provides a promising method for targeted feral cat control at specific localities. Situations such as: high-value threatened species populations in limited areas (such as night parrot populations), locations that have a predator &ldquo;sink&rdquo; (such as on the outside of predator exclosures), or in locations where cats travel through limited areas (such as peninsulas or islands). The units have low maintenance requirements, which is particularly helpful in remote regions. Data on the efficacy of these units will be critical to the ongoing development of affordable and effective feral cat control in Australia.</p>
<p>Proper testing of this new technology is essential for validating the Felixer as an effective and low-risk feral cat management tool and eventually securing APVMA approvals for non-research deployments. False targeting of native non-target species would be a critical error for conservation measures and require optimisation of detection algorithms or potentially redesign.</p>"
351,<p>R.J. Shiel and Associates</p>,<p>$5000</p>,"A Pinder, K Quinlan, D Cale","<p>To ensure that protozoan, rotifer and cladoceran invertebrates are consistently identified for wetland ecology, survey and monitoring projects and that the Western Australian aquatic invertebrate fauna is more completely described.</p>","<p>The Wetlands Conservation Program undertakes a wide range of projects which require the identification of micro-invertebrates (smaller crustaceans, rotifers and protozoans). While we have significant in-house expertise we also work with external taxonomic expertise to ensure consistency and accuracy within and between projects. Dr Russell Shiel is the Australian authority on protozoans, rotifers and cladocerans (water fleas) and has worked with departmental scientists for about 25 years. This has resulted in a number of systematics publications but also significant contributions to many of our biological survey and monitoring projects including the regional survey projects. Current work involves production of an annotated checklist to Western Australian rotifers and identification of microinvertebrates from the Muir-Byenup wetlands (including making identifications from 1996/97, 2004/5 and 2015/15 consistent). Through this collaboration we have links into systematics expertise around the world.</p>"
898,<p>Forest Products Commission</p>,"<p>$ 5,700</p>",R Van Dongen,<p>The aim of this project was to assess the feasibility of using aerial imagery to map the occurrence wild sandalwood.</p>,"<p>The aim of this project was to assess the feasibility of using aerial imagery to map the occurrence wild sandalwood. While the accuracy of known identified sandalwood stems in the classification was high (&gt;0.8) there are also an excessive number of false positives, with over 1500 sandalwood predicted in an area known to have only 257. The main factor causing the high number of false positives is the small proportion of sandalwood in the population (257 in an area with ~ 9000 plants). This small proportion means that even if a model has a small percentage error the number of false positives will be greater than the number of sandalwood.</p>
<p>In terms of model performance, the best classification was achieved using eCognition 9.5 software and implementing a watershed segmentation, at a scale of 5 on a smoothed 0.25 m green leaf algorithm image. This method appears to optimally smooth within crown variability while maintaining between crown definition. While this was judged to be the optimal model many other options performed comparably.</p>
<p>The 0.25 m imagery pixel size appeared to be an optimal resolution for the task, the 0.05 m data did not produce better results. The normalized surface model (NSM) was rated as the most influential variable in the modelling process. However, a comparison of sandalwood NSM heights and field height measures highlighted that the NSM dataset contains significant errors. These errors are likely to impact the classification accuracy.</p>"
273,"<p>Australian Research Council, Karara Mining Ltd, The University of Western Australia</p>","<p>$527,000</p>","D Coates, M Byrne, M Millar",,
272,"<p>Australian Research Council, University of Sydney, Department of the Environment and Energy, Australian Reptile Park</p>","<p>$503,000</p>",D Pearson,,
844,<p>RioTinto</p>,"<p>$83,000</p>","M Byrne, R Binks, S van Leeuwen",,
889,<p>Department of Water and Environmental Regulation</p>,"<p>$75,000</p>","P Novak, K Trayler","<ul>
<li>The objective of this project is to determine the source, extent and distribution of plastic pollution in the Swan Canning Estuary over a 12 month period.&nbsp;This will include:
<ul>
<li>Determining the distribution, extent and type of plastic pollution found in the surface water and beaches (including coarse plastic) of the Swan Canning Estuary.</li>
<li>Establishing if the distribution, extent and type of plastic found in the Swan Canning Estuary and if there are differences in distribution associated with periods of low rainfall and high rainfall.</li>
<li>Determining if the sources of plastic can be identified including type and origin.</li>
</ul>
</li>
</ul>","<p>This is a jointly funded collaborative project between the Department of Biodiversity, Conservation and Attractions (DBCA) and DWER to gain an understanding of the current status of plastic pollution in the Swan-Canning Estuary to inform policy development to reduce single-use plastics and improve the health of the ecosystems in the estuary.</p>
<p>Plastic presence will be explored in both surface water and on beaches and both collection and processing approaches will be&nbsp;initially reviewed&nbsp;as part of a pilot study. Surface water samples will be collected using a manta tow net at replicate sites within each Ecological Management Zone within the Swan Canning Estuary. To test for temporal variability and the influence of winter discharge on plastic abundance it is proposed that sampling will be conducted on two occasions: post summer and post winter.</p>
<p>The abundance and type of plastic will be quantified on the beaches of the Swan Canning Estuary using two techniques. Beach transects will be used to quantify the abundance and type of plastics. Beach sediment samples will also be collected to determine macro, meso and microplastic abundance and type.</p>
<p>&nbsp;</p>
<p><strong>&nbsp;</strong></p>
<p>&nbsp;</p>
<p>&nbsp;</p>"
843,<p>Audelia Resources</p>,"<p>$130,000</p>","M Byrne, T Hopley",,
887,,,,,
684,<p>Department of Water and Environmental Regulation</p>,"<p>$14,000</p>","J Kinloch, G Pitt","<p>To provide authoritative information on the status of vegetation communities and levels of conservation reservation for each of the 26 IBRA Bioregions, and related sub-regions, within WA.</p>","<p>Collaborating with the Department of Water and Environmental Regulation (DWER) to ensure the Statewide and South West vegetation statistics meet the requirements:</p>
<ul>
<li>for assessing clearing applications under the Environmental Protection Act;</li>
<li>Bush Forever and EPA targets for securing vegetation complexes</li>
<li>other DWER policy requirements.&nbsp; &nbsp;</li>
</ul>"
1056,<p>Alcoa</p>,"<p>$166,600</p>","K Ruthrof, R Van Dongen, G McGrath","<p>A) quantify ecological impacts of previous and new methods of forest thinning, and B) increase social engagement with forest science and management.&nbsp;</p>","<p>This is a collaborative project between Alcoa and DBCA via the Forest Enhancement Funds, and examines forest thinning to improve stand structure, and ecosystem health and resilience.&nbsp;&nbsp;</p>"
886,"<p>European Centre for Medium Range Weather Forecasting, Reading, UK</p>",<p>Nil</p>,L Mccaw,,
399,<p>Department of the Environment and Energy</p>,"<p>$170,000</p>","A Pinder, M Lyons, M Cowan",,
395,"<p>CSIRO, Mt Gibson Mining</p>",<p>Nil</p>,S van Leeuwen,,
942,<p>Great Victoria Desert Biodiversity Trust</p>,"<p>$34,000</p>","R Van Dongen, P Rampant, K Zdunic",<p>The project shall provide essential information on fire and vegetation attributes enabling effective fire management and conservation of native fauna and biodiversity of the Great Victoria Desert bioregion.</p>,
346,<p>The University of Western Australia </p>,<p>Nil </p>,,,
345,<p>The University of Western Australia </p>,<p>Nil </p>,S Field,,
857,<p>SCORE-REEF</p>,<p>Nil</p>,"S Wilson, T Holmes, J Goetze, C Ross",<p>The aim of this project is to develop indicators of coral reef health based on process information from time series data collected on coral reefs around the world</p>,"<p>Coral reefs host the highest biodiversity in the marine realm, and provide crucial services (e.g. edible biomass) that sustain 500 million people worldwide. However, reefs are rapidly degrading due to climate-induced disturbance events and a backdrop of chronic stress (e.g. overfishing, increased nutrient loads). With reefs still recovering from the most prolonged global coral die-off on record (2015-2016), taking up the gauntlet of disentangling the individual effects of multiple stressors is a necessary step to help managers and conservation practitioners making decisions in a context of high uncertainty. This would require a set of complementary indicators evaluating the multi-faceted status of reefs in both terms of taxonomic and functional diversity. Such indicators should be built using large-scale and long-term datasets to capture a wide range of environmental, biogeographical and anthropogenic conditions. In SCORE-REEF, we will aim for this, by merging global-scale spatial databases on coral reef benthic and fish assemblages and long-term datasets derived from monitoring programs running in the French Territories (French Polynesia, New Caledonia, Mayotte, Reunion Island, Eparses Islands, Martinique and Guadeloupe) and other regions (Hawaii, 43 Pacific islands, 18 sites in the South Western Indian Ocean, 91 sites in the Caribbean. Western Australia). We will: i) evaluate the quality, relevance and the consistency of available datasets and systematically evaluate existing indicators; ii) assess the temporal dynamics of coral reef benthic and fish assemblages using taxonomic, functional and phylogenetic approaches to define ecoregions; iii) develop region-specific indicators of coral reef health and resilience accounting for both taxonomic, functional and phylogenetic facets of biodiversity with regard to human impacts and to environmental variability; iv) test for the relevance and temporal stability of indicators used within the context of the European Water Framework Directive, GCRMN and MPA monitoring; v). We also plan to directly meet managers and stakeholders (representing MPAs, IFRECOR and WFD) during the project to jointly evaluate environmental policies and propose co-defined indicators and metrics.&nbsp;</p>
<p>This work has been prepared for publication and submitted to PNAS.&nbsp;</p>"
834,"<p>The University of Western Australia, Department of Water and Environmental Regulation</p>","<p>$10,000</p>
<p>&nbsp;</p>",G McGrath,<p>The aims of the collaboration are to improve understanding of the hydrological processes occuring in the Ashfield Flats and the geochemical processes responsible for the storage and release of heavy metals and nutrients.</p>,<p>The project involves conducting geophysical surveys and experimentation to image surface water groundwater exchange occurring between the Chapman Street Drain and the groundwater system under the Ashfield Flats Reserve. Related to this is the development of an understanding of the geochemistry of the wetland and drain sediments and furthering understanding of how the polluted drain discharge is impacting the water quality in the Reserve.</p>
981,"<p>Edith Cowan University, University of Western Australia, Australian National University, Department of Primary Industries and Regional Development</p>","<p>$264,803</p>","K Waples, H Raudino",,
640,<p>Department of Primary Industries and Regional Development</p>,<p>Nil</p>,"H Raudino, K Waples",<p>To determine with remote camera footage can reliably be used to identify the stage of the breeding cycle and to estimte abundance for Australian sea lions on breeding islands.&nbsp;</p>,"<p>This project trialled the use of remote cameras to monitor the abundance of Australian sea lions (ASLs, <em>Neophoca cinerea</em>) at three Western Australian breeding colonies. The research was undertaken by the Department of Primary Industries and Regional Development (DPIRD) in collaboration with DBCA to assess whether the analysis of camera footage could be used to estimate ASL abundance, providing an alternative to the traditional &ldquo;boots on the ground&rdquo; approach of visiting colonies to count animals. In addition to counts of animals, the camera footage was also tested to see if it could be used to identify stage in the breeding cycle, i.e. when pupping begins and peaks. The final report outlines the strengths and limitations of this novel approach rather than providing an update on the population status of ASLs</p>"
541,"<p>Australian Research Council, University of Tasmania, Department of Primary Industry -&nbsp;New South Wales,&nbsp;Department of Environment, Water and Natural Resources - South Australia,&nbsp;Smithsonian (USA)</p>","<p>$900,000</p>",T Holmes,,
831,"<p>Curtin University, Australian Institute of Marine Science, The University of Western Australia, Department of Primary Industry and Regional Development, Flinders University, Department of Environment and Water (SA), Deakin University, Department of Primary Industries (NSW), University of Tasmania, CSIRO, FinPrint</p>",<p>Nil</p>,"T Holmes, J Goetze","<p>We anticipate a large number of peer reviewed papers resulting from the workshop, including 5 key papers drafted during the workshop.&nbsp; The data set that these papers are based on will provide information on the distribution, relative abundance, length frequency, habitat use and status of key continental shelf fishes from around Australia. The five key papers include:</p>
<ol>
<li>A continental scale/biogeographic meta-analysis of spatial closures in Australia.</li>
<li>The distribution, size structure and habitat association of sharks and rays across Australia.</li>
<li>The influence of proximity to human populations on the body size distribution of Australian fished.</li>
<li>Continental scale differences in fish assemblage structure.</li>
<li>What can BRUVs measure are they suitable for?</li>
</ol>","<p>Baited remote underwater video systems (BRUVs) have gained popularity as a sampling tool for collecting data on shark, ray and finfish populations, with Australia leading the way in terms of technological advancements and publications. The ability of BRUVs to cover a wide spatial scale and a broad range of habitats and depths has created a powerful dataset that will enable continental scale analysis.</p>
<p>The large number of research organisations that have been deploying and analysing BRUVs in a standardised manner around Australia, has resulted in a spread of data that encompasses most of the Australian coastline. This has created an unprecedented opportunity for a large scale collaboration to pool the data and ask questions about the distribution, relative abundance, biomass and habitat use of shark, ray and finfish populations at a continental scale. To date over 22,000 hours of BRUVs footage has been committed across the collaborating research organisations, making this the most comprehensive dataset on marine fishes in Australia.</p>"
398,<p>CSIRO Land and Water</p>,<p>Nil</p>,"S van Leeuwen, A Pinder",,
876,<p>The University of Western Australia</p>,"<p>$14,850</p>",G McGrath,"<p>The project aims to better characterize the sediment geochemistry of the wetlands at Ashfield Flats Reserve.&nbsp; This study will conduct sampling and analysis of the rare earth element composition, particle size and hydraulic properties of wetland sediments.</p>","<p>Together with The University of Western Australia, DBCA will conduct an assessment of the sediment geochemistry at Ashfield Flats Reserve. The wetland sediments are classified as potentially acid sulfate soils and are therefore at risk to management activities that disturb sediments. In addition the wetland receives contaminants from groundwater and surface water sources of urban origin.&nbsp;</p>"
996,"<p>CSIRO, Woodside</p>","<p>$315,000</p>","C Gosper, K Zdunic",<p>To establish an accounting framework for carbon management in obligate-seeder eucalypt woodlands</p>,
829,"<p>Florida International University, Australian Institute of Marine Science, James Cook University</p>",<p>Nil</p>,J Goetze,<p>To provide the first global assessment of reef sharks on coral reefs.</p>,"<p>Global FinPrint is a Paul G. Allen initiative that brings together an international research team and collaborators around the world to fill a critical information gap about the diminishing number of sharks and rays (elasmobranchs). The project launched in summer 2015, with a multi-institutional team conducting surveys of sharks, rays, and other types of marine life on coral reefs&nbsp;using baited remote underwater video surveys (BRUVs). The research will improve our understanding of how elasmobranchs influence the coral reef ecosystem and how humans impact these species and their habitats. Ultimately, the consolidation of this collaborative global research into one single analysis will aid management and conservation efforts for life on the reef.</p>"
749,<p>Macquarie University</p>,<p>Nil</p>,P Mawson,"<p>To describe and quantify nocturnal activity in female Asian elephants in captivity at Perth Zoo, and to test if vocal interactions with female elephants at other zoos may provide a new type of behavioural enrichment.</p>",
648,"<p>CSIRO, National Environmental Science Program - Marine Biodiversity Hub</p>","<p>$123,622</p>","H Raudino, K Waples, K Murray","<p>The project aims to continue with the five yearly monitoring of dugong abundance&nbsp; from Shark Bay through Exmouth Gulf and to investigate impacts of the marine heatwave of 2011 on dugong distribution and abundance.&nbsp; The project will:</p>
<ul>
<li>Conduct an aerial survey in the Shark Bay World Heritage Area and along the Ningaloo coastline (including Exmouth Gulf) to derive a 2018 baseline estimate of dugong distribution and abundance.</li>
<li>Assess distribution and abundance data along with envionrmental data on seagrass distribution to model the spatial reationship between dugong distribution and seagrass habitat.&nbsp;</li>
</ul>","<p>The WA DBCA has obtained NESP funds to undertake an aerial survey of dugong populations along the Ningaloo coastline focusing on the Shark Bay World Heritage Area in 2018. The surveys will increase understanding of the population demographics of this important global, national and regional population. The project will add to existing long-term survey data for this population and will assist in understanding fluctuations in abundance of this migratory species, particularly in light of climate change scenarios. The information obtained by this project will assist in formulating policy around dugong conservation at a national level, and will assist in meeting international obligations under the Convention on the Conservation of Migratory Species of Wild Animals (CMS). At a state and regional level the surveys will assist DBCA management of the Shark Bay World Heritage area and will enable the Department to report to international stakeholders on the condition of the Shark Bay World Heritage Values.</p>
<p>Standardised aerial survey methodology developed for dugong (Bayliss 1986; Pollock <em>et al.</em> 2006; Hagihara <em>et al.</em> 2018) will be used and is consistent with historical surveys undertaken by DBCA and others in the Shark Bay-Ningaloo-Exmouth Gulf region (Hodgson 2007), and with more recent surveys undertaken in 2015 and 2017 by CSIRO for WAMSI/DBCA of the North and South Kimberley regions (Bayliss &amp; Hutton 2017), respectively.&nbsp;</p>
<p>&nbsp;</p>"
