document_ptr_id,related_projects,background,aims,outcome,knowledge_transfer,project_tasks,references,methodology,bm_endorsement,involves_plants,no_specimens,hc_endorsement,involves_animals,ae_endorsement,data_management,data_manager_endorsement,operating_budget,operating_budget_external
759,"For reporting purposes, this project has been given its own project number. Note that it is not a stand-alone Science Division Project in itself, but a sub-project of SPP 2012-012.
",,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
760,"For reporting purposes, this project has been given its own project number. Note that it is not a stand-alone Science Division Project in itself, but a sub-project of SPP 2012-012.
",,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
763,"For reporting purposes, this project has been given its own project number. Note that it is not a stand-alone Science Division Project in itself, but a sub-project of SPP 2012-012.
",,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
765,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
767,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
2602,"<p>SPP 2019 - 048, which is my other project</p>","<p>Southwestern Australia has experienced a changing climate over 40 years, characterised by a long-term declining trend in precipitation and increasing temperature (Bates et al. 2008), as well as acute events, including a severe drought in 2010 and a series of heatwaves in 2011 (Ruthrof et al. 2018). These stacked meteorological events, which can interact (Matusick et al. 2018) have been associated with a range of ecological responses. These include forest die-off in vulnerable parts of forest (Matusick et al. 2013; Brouwers et al. 2013a; Andrew et al. 2016; Steel et al. 2019), and flow-on effects such as increased fine fuels (Ruthrof et al. 2016), altered structure (Matusick et al. 2016), altered composition (Steel et al. 2019), shifts in fungal communities (Hopkins et al. 2018), movement of carbon from live to dead pools (Walden et al. 2019), outbreak of woodboring beetles, <em>Phoracantha semipunctata</em> (Seaton et al. 2015) and further south, an outbreak of the gum leaf skeletoniser, <em>Uraba lugens</em> (Wills and Farr 2017). &nbsp;</p>
<p>In addition to the acute response of the forest to drought and heatwaves in 2011, a chronic decline in vegetation cover in the eastern portion of the forest ecosystem over the past decade has also been noted (Conservation and Parks Commission 2019). Previous research in the north-eastern forest suggests that key canopy species, <em>Eucalyptus marginata</em> and <em>Corymbia calophylla,</em> are susceptible to frost (Matusick et al. 2014), and, in the same region, <em>E. wandoo</em> has been undergoing a series of declines, associated with drought and increasing temperatures (Brouwers et al. 2013b). In addition, <em>E. wandoo</em> has been affected by a Buprestid beetle, <em>Cisseis fascigera</em> (Hooper and Sivasithamparam 2005; Hooper et al. 2010), which is thought to become more active in<em> E. wandoo </em>when the vapour pressure deficit (VPD) reach a particular level and trees become drought-stressed (Hooper 2009). An associated fungal pathogen is also suspected in the decline of this eucalypt (Hooper and Sivasithamparam 2005) but has not yet been identified and described. The decline in <em>E. wandoo</em> health has had flow-on effects for its phenology (Moore et al. 2016), bird use (Moore et al. 2013) and small mammal use (Moore et al. 2014). Both the acute forest die-off events in vulnerable parts of the forest, as well as chronic decline in vegetation cover, are concerning for the functioning of the forest and the biodiversity that it supports.</p>
<p>Little is known about the effects of climate change on the forest ecosystem. Without a broader understanding of the range of effects that climate change is currently having on forest ecology and functioning, we cannot predict how the forest will respond in the future. By increasing our understanding, management intervention techniques may be applied to reduce the severity of changes the forest will undergo. The recent Mid-Term Review of the Forest Management Plan 2014-23 (Conservation and Parks Commission 2019), recommends a continued focus of research towards understanding the implications of a drying climate on ecological function, biodiversity and forest health, through KPI 12: <em>Increased knowledge of trends in climate, </em>and KPI 13: <em>integrate research and monitoring programs to inform and improve climate adaptation and mitigation</em>.</p>
<p>The aim of this project is, therefore, to understand the implications of a drying climate on forest function, biodiversity and health to inform adaptation and mitigation. The project has key areas which address KPI 12 and 13 in the Mid-Term Review: 1) understand the effects of climate change type drought and wildfire on forest structure, composition and functioning, 2) investigate functioning across climatic gradients and management intervention, 3) undertake a review of ecological thinning, and 4) explore the Landis II model to map forest change over time.</p>
<p>1) <strong>Effects of drought and wildfire on structure, composition and functioning.</strong> The effects of chronic drought, acute drought/heatwave events, and wildfire (as represented by the Yarloop research sites), which have a range of prescribed burn and harvest histories, will be examined for canopy recovery, ecophysiological functioning, carbon dynamics, regeneration capacity, understorey diversity and response, and changes in ecological function.</p>
<p>2) <strong>Review of ecological thinning.</strong> Ecological thinning to enhance forest resilience to climate change has been described in a number of Mediterranean forest ecosystems. This project will examine data and literature on forest sites in the southwest that have been thinned to lower basal area and stem density to determine the potential for silvicultural intervention to increase forest resilience in a drying climate. In addition, remote indices will be used, such as i35 (Van Dongen et al. 2019) to examine the stability, or otherwise, of vegetation trajectories of thinned sites compared with adjacent unthinned sites.</p>
<p>3) <strong>Potential:&nbsp;Modelling forest change over time.</strong> Landis-II is a landscape-scale forest ecosystem model used for simulating ecological processes, including forest growth, forest succession, and disturbances (wind, fire, insect outbreaks, drought, timber harvesting). It has been used to assist forest managers and policy-makers estimate likely outcomes of alternative management strategies (Swanson 2009). Landis II was originally developed in North America in collaboration between United States Department of Agriculture Forest Service and Universities. However, the model has an open source platform and since development has been used successfully in forest ecosystems throughout North America, South America (Columbia and Chile), and Europe (Sweden, United Kingdom, Italy, Ukraine, and Russia). This project aims to determine changes in forest composition, landscape pattern, tree biomass, and habitat for wildlife. The projections can be made for areas as small as 5,000 and as large as 1 million hectares for time periods ranging from 50 to hundreds of years. Two catchments have been identified for a pilot study.</p>","<p>The aim of this SPP is to <em>Understand the implications of a drying climate on forest function, biodiversity and health to inform adaptation and mitigation. </em>This will be achieved through the following objectives:</p>
<ol>
<li>Understand the impacts of climate change and extreme events on structural, compositional and functioning of the forest;</li>
<li>Undertake a desktop review of ecological thinning;</li>
<li>Investigate the use of the Landis II model to examine the implications of climate change on forest composition and management intervention techniques.</li>
</ol>","<p>This project will improve our understanding about the vulnerability of the forest to climate change, hence our ability to predict how and where the forest may change, and how management intervention could assist with mitigation and adaptation. This SPP directly addresses the Forest Management Plan Mid-Term Review KPI12, Recommendation 12: <em>That there is a continued focus of research towards understanding the implications of a drying climate on ecological function, biodiversity and forest health including considerations of treatments to improve the forests resilience in a future drier climate.</em> In addition, the SPP addresses KPI13, Recommendation 13: <em>That the Department engages and collaborates with research providers to prioritise and integrate research and monitoring programs to inform and improve climate adaptation and mitigation with the aim of meeting information needs to support the development of the next FMP</em>.</p>
<p>This SPP also aligns with the Science Strategic Plan; Theme: <em>Impacts of climate change on biodiversity and ecosystem function</em> and The Strategic Goal: <em>Impacts of climate change on biodiversity are better understood and adaptation strategies are incorporated into conservation management and planning</em>. The project will contribute to these by understanding the responses of the forest ecosystem to climate change, such as recent declines, to inform mitigation strategies.</p>
<p>The SPP also directly contributes to the Ecosystem Science Program Plan 2018-21 via: Program Approach: <em>Conduct research into the physical and ecological processes mediating the impacts of climate change and the responses of the biota to inform mitigation strategies</em> by conducting research of the responses of biota such as overstory and understory plant diversity, composition and structure, to inform mitigation strategies.</p>
<p><em>Outputs </em>include:</p>
<ul>
<li>Scientific publications in peer-reviewed journals</li>
<li>Conference presentations</li>
<li>Summary research bulletins, as required. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;</li>
</ul>
<p><em>Outcomes</em> include:</p>
<ul>
<li>Enhanced ability to report on the structure, composition and function of forests managed under the FMP</li>
<li>Improved management of the forests managed under the FMP through understanding the causes of changes in structure, composition and functioning and how management intervention can affect vegetation recovery.</li>
</ul>","<p>The outcomes and outputs generated by the SPP will be directly used by DBCA staff, including staff from Remote Sensing, Forest Management Branch, and various Districts. Research findings from the project will be integrated into the next Forest Management Plan, management planning, and management responses including future research. Knowledge gained will be delivered to relevant staff in the form of technical reports and presentations. Inclusion of staff from the Forest Management Branch, Remote Sensing and BGPA will ensure knowledge transfer. Research findings will be published in peer-reviewed journals so that it is available to researchers and managers locally, nationally and internationally. Findings will also be communicated to a wide range of stakeholders through reports, seminars, and newsletters local media and popular articles, as required. Findings may also form part of the basis of an Australian Research Council grant application.</p>","<p>Project planning - Oct 2019</p>
<p><em>Impacts of climate change on structure, composition and functioning:&nbsp;</em>Structure and ecophysiological functioning, regeneration - Dec 2020,&nbsp;Understorey diversity and structure - July 2020</p>
<p><em>Review of ecological thinning - </em>Dec 2020</p>
<p><em>Potential: Landis II: pilot study commenced - </em>Dec 2021</p>
<p><em>Report completion:&nbsp;</em>Internal reports - Sept 2020, Structural changes following drought+WF (peer-reviewed paper) - Sept 2022,&nbsp;Understorey diversity and structure (peer-reviewed paper) - Sept 2021,&nbsp;Landscope article - Jul 2021,&nbsp;Public lecture/ symposium - July 2022</p>","<p>Andrew ME, Ruthrof KX, Matusick G. and Hardy G (2016) Spatial configuration of drought disturbance and forest gap creation across environmental gradients. Plos One. 11(6):e0157154.&nbsp;&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp;doi:10.1371/journal.pone.0157154</p>
<p>Bates B, Hope P, Ryan B, Smith I and Charles S (2008) Key findings from the Indian ocean climate initiative and their impact on policy development in Australia <em>Clim. Change</em> 89 339&ndash;54</p>
<p>Brouwers NC, Matusick G, Ruthrof KX, Lyons T. and Hardy G (2013a) Landscape-scale assessment of tree crown dieback following extreme drought and heat in a Mediterranean eucalypt forest ecosystem. <em>Landscape Ecology</em> 28(1): 69-80. DOI 10.1007/s10980-012-9815-3</p>
<p>Brouwers NC, Mercer J, Lyons T, Poot P, Veneklass E, Hardy G (2013b) Climate and landscape drivers of tree decline in a Mediterranean ecoregion. <em>Ecology and Evolution</em> 3:67-79 doi: 10.1002/ece3.437</p>
<p>Brouwers N, Van Dongen R, Matusick G, Coops NC, Strelein G, and Hardy G (2015) Inferring drought and heat sensitivity across a Mediterranean forest region in southwest Western Australia: a comparison of approaches. <em>Forestry</em>, 88, 454-464.</p>
<p>Conservation and Parks Commission (2019) Mid-Term review of performance of the Forest Management Plan 2014-2023. Government of Western Australia, Perth.</p>
<p>Dixon GB, Davies SW, Aglyamova GA, Meyer E, Bay LK, and Matz MV (2015) Genomic determinants of coral heat tolerance across latitudes. <em>Science</em> 348:1460-1462</p>
<p>Hooper RJ, and Sivasithamparam K (2005) Characterization of damage and biotic factors associated with the decline of <em>Eucalyptus wandoo</em> in southwest Western Australia. <em>Can. J. For. Res.</em> 35:2589-2602.</p>
<p>Hooper RJ (2009) The role of stress and factors contributing to the decline of <em>Eucalyptus wandoo</em> (Blakely) in southwestern Australia. PhD Thesis, School of Earth and Environment, University of Western Australia.</p>
<p>Hooper RJ, Wills A, Shearer BL, Sivasithamparam K (2010) A redescription and notes on biology of <em>Cisseis fascigera</em> Obenberger (Coleoptera: Buprestidae) on declining <em>Eucalyptus wandoo</em> in south-western Australia. <em>Australian Journal of Entomology</em>. 49:234-244.</p>
<p>Hopkins AJM (co), Ruthrof KX (co), Fontaine JB, Matusick G and Hardy G (2018) Forest die-off following global-change-type drought alters rhizosphere fungal communities. <em>Environmental Research Letters.</em> Special Issue: focus on tree mortality in a warming world: causes, patterns, and implications. 13(9), 095006. <a href=""https://clicktime.symantec.com/a/1/cfUpcqfiG6zdEhoMcZ5luMx6caPXD5-lpTVrAzKvGaE=?d=P5IG0woQsnnsINRyoQprrn9tbdArSXOikHuP-cWPvEP1WRlL17UhaEn_NEZd_5vYiyH9r4LMmktyBkwTM6ef5pJcYVU4XBKLgdMlk4f_mzhkVMV-IGpPEUkJAONtB9KdV6Kpje5DQngvzx0LYr9GFemyh2DIjU-CIDdQkSCAVN7vNBFcVFy_WMTg3q3aXOOxusQQxCKBudShIFDP4bklFfbVigipZOuqpL4bYjKSXGKK0mZAxZhNpYjJjeB8kOyr8jOE9FdW5SjO4tJHr-lQMMud6I_zUpX6Rb-WLx86vKk1_iiCKkdu5HEuV6lvmnOv1OGH2liR3aVSvr3nYhmv4C0H2c6i9rhD92M4qfg5cIQrsE8qfnilzTmhIiV4535H3aJlFmV8oqr1_Qt4cMbyiWmxXihVPVuxyQ%3D%3D&amp;u=https%3A%2F%2Fdoi.org%2F10.1088%2F1748-9326%2Faadc19"">doi.org/10.1088/1748-9326/aadc19</a>.&nbsp;</p>
<p>Matusick G, Ruthrof KX, Brouwers NC, Dell B and Hardy GE S J (2013) Sudden forest canopy collapse corresponding with extreme drought and heat in a Mediterranean-type Eucalypt&nbsp;forest in southwestern Australia. <em>Eur. J. Forest Res</em>. 132: 497&ndash;510</p>
<p>Matusick G, Ruthrof KX and Hardy G (2016a) Eucalyptus forest shows low structural resistance and resilience to climate change-type drought. <em>Journal of Vegetation Science</em>. 27(3): 493-503. DOI: 10.1111/jvs.12378</p>
<p>Matusick G, Ruthrof KX, Pitman J and Hardy G (2016b) Feeling the cold in a warming climate: differential effects of low temperatures on co-occurring eucalypts. <em>Australian Journal of Botany</em>. 64(5):456-466. doi.org/10.1071/BT16064</p>
<p>Matusick G, Ruthrof KX, Kala J, Brouwers N, Breshears DD and Hardy G (2018) Chronic historical drought legacy exacerbates tree mortality and crown dieback during acute heatwave-compounded drought. <em>Environmental Research Letters</em>. Special Issue: focus on tree mortality in a warming world: causes, patterns, and implications. 13, 095002. doi.org/10.1088/1748-9326/aad8cb</p>
<p>McCaw LW, Robinson RM &amp; Williams MR (2011) Integrated biodiversity monitoring for the jarrah (<em>Eucalyptus marginata</em>) forest in south-west Western Australia: the FORESTCHECK project, <em>Australian Forestry</em>, 74:4, 240-253, DOI: 10.1080/00049158.2011.10676369</p>
<p>Moore TL, Valentine LE, Craig MD, Hardy GE StJ, Fleming PA (2013) Do woodland birds prefer to forage in healthy Eucalyptus wandoo trees? <em>Australian Journal of Zoology</em>, 2013:187&ndash;195 doi.org/10.1071/ZO13045</p>
<p>Moore TL, Valentine LE, Craig MD, Hardy GE StJ, Fleming PA (2014) Does woodland condition influence the diversity and abundance of small mammal communities? <em>Australian Mammalogy</em>, 36: 35&ndash;44 doi.org/10.1071/AM13007</p>
<p>Moore TL, Ruthrof KX, Craig MD, Valentine LE, Hardy GE StJ, Fleming PA (2016) Living (and reproducing) on the edge: reproductive phenology is impacted by rainfall and canopy decline in a Mediterranean eucalypt. <em>Australian Journal of Botany</em>. 64:129-141 doi.org/10.1071/BT15004</p>
<p>Ruthrof KX, Matusick G and Hardy G (2015) Early differential responses of co-dominant canopy species to sudden and severe drought in a Mediterranean-climate type forest. <em>Forests</em> 6(6): 2082-2091. doi:10.3390/f6062082.</p>
<p>Ruthrof KX, Fontaine JB, Matusick G, Breshears DD, Law D, Powell S and Hardy G (2016) How drought-induced forest die-off alters microclimate and increases fuel loadings and fire potentials. 25(8): 819-830. <em>International Journal of Wildland Fire</em>. DOI: 10.1071/WF15028.</p>
<p>Ruthrof KX, Breshears DD, Fontaine JB, Froend R, Matusick G, Kala J, Miller BP, Mitchell P, Wilson S, van Keulen M, Enright NJ, Law DJ, Wernberg T, and Hardy G (2018) Subcontinental heat wave triggers terrestrial and marine, multi-taxa responses. <em>Scientific Reports</em>. 8(1), 13094. DOI:10.1038/s41598-018-31236-5&nbsp;</p>
<p>Seaton S, Matusick G, Ruthrof KX and Hardy G (2015) Outbreak of <em>Phoracantha semipunctata</em> in response to severe drought in a Mediterranean Eucalyptus Forest. <em>Forests</em>. 6(11): 3868-3881. DOI:10.3390/f6113868</p>
<p>Steel E, Fontaine JB, Ruthrof KX, Burgess TI, Hardy G (2019) Changes in structure of over and midstory tree species in a Mediterranean-type forest after an extreme drought-associated heatwave. <em>Austral Ecology</em>. <a href=""https://doi.org/10.1111/aec.12818"">https://doi.org/10.1111/aec.12818</a></p>
<p>Swanson ME (2009). Modeling the effects of alternative management strategies on forest carbon in the Nothofagus forests of Tierra del Fuego, Chile.&nbsp; <em>Forest Ecology and Management</em>, 257, 1740-1750.</p>
<p>Van Dongen R, Huntley B, Keighery G, Brundrett M (2019) Monitoring vegetation recovery in the early stages of the Dirk Hartog Island Restoration Programme using high temporal frequency Landsat imagery. <em>Ecological Management and Restoration</em>. doi: 10.1111/emr.12386</p>
<p>Walden L, Fontaine JB, Ruthrof KX, Matusick G, Hardy G and Harper RJ (2019) Carbon consequences of drought differ in forests that resprout. <em>Global Change Biology</em> 25:1653-1664. <a href=""https://doi.org/10.1111/gcb.14589"">doi.org/10.1111/gcb.14589</a></p>
<p>Wills AJ and Farr JD (2017) Gumleaf skeletoniser <em>Uraba lugens</em> (Lepidoptera: Nolidae) larval outbreaks occur in high rainfall Western Australian jarrah (<em>Eucalyptus marginata</em>) forest after drought. <em>Austral Entomology</em> 56:424-432<a href=""https://doi.org/10.1111/aen.12255""> doi.org/10.1111/aen.12255</a></p>","<ol>
<li><em> Effects of drought and wildfire on structure, composition and functioning: </em>To examine the impacts of climate change, and extreme events on the forest ecosystem, the project will utilise the Yarloop research sites to determine the responses to canopy recovery, ecophysiological functioning, carbon dynamics, regeneration, understorey diversity. There are 47 sites in this study: 10 control, unburnt sites, and 37 sites with a 2 x 2 design, made up of low and high drought vulnerability, and high and very high fire severity. The sites also have different harvest and prescribed burn histories, which have been mapped in collaboration with the FMB. Analysis undertaken will be to quantify differences between low and high drought vulnerability, and high and severe wildfire, and thus include comparison with control sites. Non-normally distributed variables will be analysed using non-parametric methods to determine the difference between groups. For others, mixed effects models, using site as a random factor, will be used. Multiple comparison tests can then be used to determine differences. This design will provide a wealth of information regarding the forest responses to drought and extreme events against the backdrop of various management interventions.</li>
</ol>
<p>&nbsp;</p>
<ol start=""2"">
<li><em> Review of ecological thinning: </em>This project will examine data and literature of forest catchments that have been thinned to lower basal area and stem density to determine the potential for silvicultural intervention to increase forest health in a drying climate. Sites that have been thinned include Ingehope, Yarragil, Wungong, Well-Bucket. One of the spectral indices available, for example, i35 (Van Dongen et al. 2019) will be used to explore the vegetation cover trajectory in thinned and unthinned (control) plots.</li>
</ol>
<p>&nbsp;&nbsp;&nbsp;</p>
<p><em>3.Modelling forest change over time: </em>The Landis-II model may help answer questions such as what the implications of projected climate change on forest composition, pest populations, disease, fire, and can management intervention assist? This project will collaborate with the Forest Management Branch to source stand-level data for data from two catchments as a pilot study.</p>
<p><em>&nbsp;</em></p>
<p><em>Dissemination of information</em>: information gathered throughout this SPP will be written and submitted as internal reports, and also submitted for publication in peer-reviewed journals. In addition, the results will be disseminated through conference presentations, lectures, and popular articles (where appropriate).&nbsp;&nbsp;</p>",granted,False,<p>0</p>,not required,False,not required,"<p>Notes and descriptive data will be archived, maintained on the T drive and my computer, and backed up regularly. Remote Sensing data will be archived within the z drive. Data will be placed on Data Catalogue to ensure visibility to all DBCA staff.</p>
<p>&nbsp;</p>",,"[[""Source"",""Year 1"",""Year 2"",""Year 3""],[""FTE Scientist"",""0.5"",""0.5"",""0.5""],[""FTE Technical"",""0.1"",""0.1"",""0.1""],[""Equipment"",""11"",""6"",""6""],[""Vehicle"",""2"",""2"",""2""],[""Travel"","""","""",""""],[""Other"","""","""",""""],[""Total"",""13"",""8"",""8""]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, Overtime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
774,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
805,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
806,,,,,,,,,required,False,,not required,False,not required,,,"[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""FTE Scientist"", """", """", """"], [""FTE Technical"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Salaries, Wages, OVertime"", """", """", """"], [""Overheads"", """", """", """"], [""Equipment"", """", """", """"], [""Vehicle"", """", """", """"], [""Travel"", """", """", """"], [""Other"", """", """", """"], [""Total"", """", """", """"]]"
2881,,"<p>Identifying and protecting core habitat and dispersal corridors is the cornerstone of best-practice conservation in multi-use landscapes. Globally, the conservation community is recognising that a static, fragmented protected area system is, in many cases, inadequate to conserve populations and species in large areas, over long time-scales and given current rates of environmental change (Hannah et al. 2007, Moritz and Agudo 2013). This recognition has motivated a paradigm shift in conservation thinking away from managing species at a local scale to a broader spatial and temporal perspective: managing species and ecological processes at a whole-of-landscape scale (Pressey et al. 2007) and incorporating evolutionary processes to build species&rsquo; capacity for adaptation to environmental change (Sgr&ograve; et al. 2011).</p>
<p>There are three key foci in this species&rsquo; resilience conservation approach: (i) identifying historical refugia, areas of the landscape that offer temporally stable, climatically buffered habitat that species can retreat to, persist in and expand from under changing environmental conditions, and which represent potential reservoirs of genetic diversity for adaptation to change (Moritz 2002, Byrne 2008, Byrne et al. 2008, Keppel et al. 2012); (ii) protecting key habitat in species&rsquo; current distributions; and (iii) promoting population connectivity to maintain metapopulation viability and to retain species&rsquo; evolutionary potential (Sgr&ograve; et al. 2011, Christie and Knowles 2015).</p>
<p>Frameworks exist for the identification of refugia (Keppel et al. 2012) and their incorporation into conservation planning including Australian examples (Keppel et al. 2015, Rosauer et al. 2016). Tools also exist for predicting current habitat and translating this information into the &nbsp;design of nature reserve networks (Villero et al. 2017). Efforts to characterise landscape connectivity, however, are frequently hampered by the lack of empirical data on species dispersal with which to inform mechanistic models (Huntley et al. 2010). Emerging landscape genetics approaches that quantify gene flow as a proxy for realised dispersal to assess landscape connectivity hold promise to infer dispersal corridors, but to date there has been little uptake in conservation planning, both here and internationally (Keller et al. 2015). Single-species case studies are available (Braunisch et al. 2010, Harradine et al. 2015), however, to be useful as a landscape-scale conservation prioritisation tool, connectivity expectations across a range of species with different movement characteristics and/or habitat requirements is required for robust conservation decision-making (Harradine et al. 2015).</p>
<p>Characterising the landscape features that modify or promote connectivity is critical information for landscape-scale conservation planning. Further, in much the same way that the spatio-temporal stability of refugia are assessed, the stability of species&rsquo; dispersal corridors should be evaluated under past, present and predicted future environmental conditions to inform crucial dispersal routes. Application of a spatio-temporal landscape genetics approach to multi-species conservation planning therefore represents a novel and significant advancement in this field and provides a means to move beyond a simple pattern- to process-based approach to species conservation (Sgr&ograve; et al. 2011, Moritz and Agudo 2013, Keller et al. 2015).</p>
<p>There is urgent need to apply novel landscape-scale, multi-species approaches to conservation in Australian ecosystems. More mammal species have become extinct in Australia in the last 200 years than anywhere else on Earth (Woinarski et al. 2015). Small-medium sized mammal fauna, or &lsquo;critical weight range&rsquo; mammals are recognised as being the most &lsquo;at risk&rsquo; to human-associated disturbances (McKenzie et al. 2007). Mammal extinctions are overrepresented in Australia&rsquo;s arid and semi-arid regions (Mcdonald et al. 2015). These disturbance-prone ecosystems are understudied globally, despite having high levels of biodiversity. Furthermore, systems that are dynamic over space and time provide an opportunity for understanding how spatio-temporal heterogeneity impact microevolutionary and meta-population processes.</p>
<p>The Pilbara biogeographic region in arid Western Australia is a biodiversity hotspot with high rates of species diversity and endemism (Pepper et al. 2013). This vast and ancient landscape is also economically important, with significant mineral deposits making this region a mining hotspot. This creates conflict between the actions needed to protect biodiversity and those that support economic development. In 2017, the WA Government released the Pilbara Conservation Strategy, providing a framework for initiatives that protect biodiversity, while recognising that long-term conservation will be most effective at a landscape-scale across tenure boundaries. The strategy highlights that a landscape-scale, coordinated approach to development and biodiversity conservation is critical to ensure sustainable outcomes for government, industry and the environment.</p>
