id,creator_id,modifier_id,created,modified,type,status,year,number,position,title,image,tagline,comments,start_date,end_date,program_id,output_program_id,project_owner_id,data_custodian_id,site_custodian_id,team_list_plain,area_list_dpaw_region,area_list_dpaw_district,area_list_ibra_imcra_region,area_list_nrm_region,supervising_scientist_list_plain,research_function_id,keywords
1053,100525,100934,2023-06-27 14:16:57.325255+08:00,2023-10-06 14:07:28.027591+08:00,3,completed,2023,29,1000.0,<p>Investigating the Mechanics of Native Seedling Emergence</p>,projects/2023-29/f170e0e17704ddd9photo.jpeg,,"<p>A challenge to successful seed-based rehabilitation is the high mortality rate of emergent seedlings. The pre-emergence phase, where seeds have germinated but seedlings are yet to emerge from the soil, is a primary bottleneck for seedling survival.</p>
<p>The objective of this project is to utilize engineering methods to quantify the mechanics of seedling emergence of native plant species in different soil types and in relation to seed sowing depth. Through studying species that produce seeds that differ in size and germination biology, this project aims to: (1) determine the maximum shoot length that seeds can produce in the absence of any mechanical resistance; (2) quantify the maximum force exerted by emerging shoots in relation to growing conditions including temperature and soil properties; (3) through the Discrete Element Method model seedling emergence to tailor planting strategies to varying soil conditions, thereby optimising emergence conditions and increasing the chances of successful of plant recruitment.</p>",2023-01-04,2027-01-04,17.0,4.0,100525,100525.0,,D Merritt,Pilbara,Pilbara East,,,D Merritt,27.0,"seed, plant recruitment, rehabilitation"
531,10,1,2016-07-12 14:28:32.157041+08:00,2018-10-15 13:51:54.965470+08:00,2,completed,2016,46,1000.0,<p>Throssell Coordinating Group</p>,,,,,,4.0,,10,10.0,,"M Dziminski, K Morris, S van Leeuwen",,,,,S van Leeuwen,,
401,100000,10,2014-06-05 18:29:40.628000+08:00,2019-08-29 10:22:24.543524+08:00,2,completed,2013,41,1000.0,<p>Vegetation map reconciliation and compilation for the Hamersley and Fortescue subregions in the Pilbara</p>,,,,2013-07-09,,3.0,1.0,10,,,"S van Leeuwen, B Bayliss",Pilbara,,,,S van Leeuwen,,
87,100000,100934,2014-06-05 18:28:45.862000+08:00,2023-06-13 12:10:31.559809+08:00,0,updating,2006,4,1000.0,<p>Impact of cane toads on biodiversity in the Kimberley</p>,projects/2006-4/toad1.jpeg,,"<p>External Collaborators: Professor Rick Shine, University of Sydney Dr Ben Phillips and Dr Greg Brown, University of Sydney Dr Paul Doughty, Western Australian Museum Associate Professor Dale Roberts, University of Western Australia Mr John Weigel, Australian Reptile Park Volunteer(s): Save Endangered East Kimberley Species (SEEKS) b) Relevant Departmental KRAs: 2.1, 4.1, 6.1, 6.3, 6.6, 6.7 <strong>Year 1 ($)</strong> <strong>Year 2 ($)</strong> <strong>Year 3 ($)</strong> FTEs - Scientist 12 000 12 000 12 000 (15% FTE) FTEs - Technical Equipment 5 000 4 000 4 000 Vehicle 7 000 7 000 7 000 Travel 3 000 4 000 4 000 Other (consultant) 12 000 12 000 12 000 TOTAL 39 000 39 000 39 000 External Funds <strong>Year 1 ($)</strong> <strong>Year 2 ($)</strong> <strong>Year 3 ($)</strong> Salaries/Wages/Overtime* 80 000 80 000 80 000 Overheads Equipment Vehicle Travel Other TOTAL 80 000 80 000 80 000 * pending a successful ARC-linkage grant with the University of Sydney to employ a post-doctoral biologist to undertake much of the cafeteria trials.</p>",,,5.0,1.0,60,,,D Pearson,Kimberley,,"Victoria Bonaparte, Northern Kimberley, Ord Victoria Plain, Central Kimberley",Rangelands,D Pearson,3.0,
85,100000,1,2014-06-05 18:28:45.268000+08:00,2018-10-15 13:52:07.165865+08:00,0,completed,2006,2,1000.0,<p>Monitoring stream biodiversity (KPI 20 of the Forest Management Plan)</p>,,,"<p>b) Relevant Departmental KRAs: KRA1, KRA3 What opportunities exist for collaboration with other Science Division Programs, other Departmental Staff, Universities, other Government agencies, Industry, traditional land owners and the broader community? Explain how these linkages were investigated/developed. Discussions have been held with Colin Terry of Water Corporation about tying in with their Wungong Brook work (and sites were added to achieve this); and with Karlene Bain (District Nature Conservation Coordinator, Walpole District) to provide an aquatic component to their studies of impacts of burning in London Block. $75,000 Consolidated Funds (CALM) **Year 1 ($)** **Year 2 ($)** **Year 3 ($)** FTEs - Scientist 6000 6000 7000 FTEs - Technical 45000 48000 51000 Equipment 4000 4000 4000 Vehicle 7000 7000 7000 Travel 5000 5000 5000 Other 3000 3000 3000 TOTAL 70000 73000 77000</p>",,,13.0,1.0,103,,,"A Pinder, M Pennifold","Swan, South West, Warren",,"Jarrah Forest, Warren","Swan, South West, South Coast",A Pinder,8.0,
831,100688,100688,2019-06-14 14:07:21.239187+08:00,2023-06-29 14:16:43.093509+08:00,2,active,2019,46,1000.0,<p>Australian wide synthesis of baited video data to answer broad-scale ecological questions</p>,projects/2019-46/P20710253.jpeg,,,2019-02-01,2025-01-31,9.0,,100688,,,"J Goetze, T Holmes",All Regions,,,,J Goetze,7.0,
915,241,100564,2020-07-03 15:08:33.690973+08:00,2020-08-06 13:29:03.524512+08:00,2,active,2020,58,1000.0,<p>Island genomes: enhancing management of Australia&rsquo;s threatened mammals</p>,,,,2020-01-01,,5.0,4.0,241,241.0,,"K Ottewell, M Byrne","Kimberley, Pilbara, Midwest, Wheatbelt",,,,"K Ottewell, M Byrne",1.0,
689,67,1,2018-07-12 14:57:22.459703+08:00,2019-07-02 10:42:26.408303+08:00,3,completed,2018,55,1000.0,<p>Low resource availability and stress tolerant plant trait limits plant invasion in Kimberley savannas</p>,projects/2018-55/IMG2009.JPG,<p>Why are Kimberley savannas so free from plant invaders compared to mcuh of the rest of the world?</p>,"<p>Now completed and published</p>
<p>Functional trait profiles of savanna grass weeds (Competitor-Ruderal) compared to native tussock and hummock grasses (Stress tolerant), and also habitat disturbance preferences (roadsides, slashed areas, grading), suggest weeds are limited in Kimberley savannas by lack of suitable habitats. Grass weeds are similar and overlapping in their traits with some native forbs and legumes. Where weeds and native forbs or legumes increase, this indicates an increase in disturbance or plant resources in normally resource limited savannas.</p>
<p>This research suggests an answer to the question of why savannas and deserts are the least invaded of global biomes. Savannas and deserts are among the least suitable habitats for plants due to stressful conditions (e.g. lack of nutrients, lack of water, high heat or cold, etc). On the other hand most invaders are pre-adapted to high nutrient or high disturbance environments.</p>",2014-04-01,2018-07-12,21.0,1.0,67,67.0,,I Radford,Kimberley,"East Kimberley, West Kimberley","Victoria Bonaparte, Northern Kimberley, Ord Victoria Plain, Central Kimberley",Rangelands,I Radford,12.0,"plant invasion, functional traits, global leaf economic spectrum, ruderal, competitor, specific leaf area"
999,307,307,2022-06-20 09:51:24.881914+08:00,2022-06-20 10:27:59.087036+08:00,0,new,2022,25,1000.0,<p>Conservation and management of humpback whales in the Pilbara region.</p>,,,,2022-05-01,2025-06-30,9.0,4.0,307,100980.0,,"H Raudino, J Tyne, K Waples",Pilbara,Exmouth,Ningaloo,,H Raudino,7.0,
465,129,129,2015-06-24 13:30:54.243245+08:00,2019-06-07 13:33:07.515707+08:00,3,completed,2015,5,1000.0,"<p>Improving our understanding of high latitude coral communities in temperate Western Australia: biogeography, latitudinal growth patterns, connectivity-fecundity-recruitment and competitive tolerance to seaweeds</p>",projects/2015-5/PB037424.JPG,,,2015-01-01,2017-04-30,9.0,4.0,129,129.0,,R Evans,"Swan, South West",Swan Coastal,"Swan Coastal Plain, Leeuwin-Naturaliste","Swan, South West",R Evans,7.0,
1051,100151,100151,2023-06-26 13:20:16.322937+08:00,2023-06-26 13:52:56.609390+08:00,2,active,2023,27,1000.0,"<p>Understanding 3D landscapes to manage ecosystem water, carbon and water quality.</p>
<p>&nbsp;</p>",,,"<p>Inheritance in the landscape is often thought to be an indicator of enhanced ecosystem resilience in times of drought. Particularly where older, deep sources of water connect with contemporary streams, springs and wetlands. In older Australian terranes past hydrological systems are difficult to map and their connection with the ground surface complicated to characterise. This project employs a range of geophysical and geochemical methods across different settings to assess if these links occur, and if they are of benefit, or a threat to the biodiversity. Areas investigated include the Muir-Unicup Catchment, Toolibin Lake and the Greater Brixton Street Wetlands.</p>
<p>&nbsp;</p>
<p>&nbsp;&nbsp;</p>",2014-03-01,2024-12-31,7.0,4.0,100151,100151.0,,J Rutherford,,,,,J Rutherford,11.0,
1036,100553,101073,2023-05-22 12:08:28.038086+08:00,2023-10-30 08:59:49.989549+08:00,3,updating,2023,12,1000.0,<p>Implications of ecological thinning on jarrah forest fuels and potential fire behaviour</p>,projects/2023-12/202306151157432.jpeg,,"<p>A chronic downward trend in rainfall in the SWWA has led to significant declines in groundwater levels and streamflows in the forest estate. In addition, past forest management has led to dense regrowth stands that use more water than old growth stands. To restore divergent stands and alleviate moisture stress of riparian zones, pro-active management intervention via ecological thinning in a highly targeted and nuanced way has been proposed. Forest health is complex and interacts with direct (climate, management) and indirect (fire, pathogen) drivers.&nbsp;It is important to understand the forest responses to management actions such as forest thinning, including fuel loads and fire behaviour.&nbsp;</p>
<p>This project will&nbsp;a) quantify differences in <em>Eucalyptus marginata</em> (Jarrah) forest surface fuel biomass between different methods of thinning and b) investigate the implications of fuel biomass for potential fire behaviour.&nbsp;</p>
<p>&nbsp;</p>",2023-02-20,2024-12-28,7.0,5.0,100553,100553.0,,K Ruthrof,"South West, Warren",Blackwood,Jarrah Forest,South West,K Ruthrof,8.0,
1035,100980,87,2023-05-17 12:01:16.656023+08:00,2023-05-23 15:23:07.131119+08:00,0,new,2023,11,1000.0,<p><strong>Whale shark behavioural response to tourism interaction in Ningaloo Marine Park and implications for future management</strong></p>,,,"<ol>
<li>Conduct a literature&nbsp;review of all studies on whale sharks post 2012 that link to the management framework to assess which management strategies have been assessed and to identify ongoing information gaps.</li>
<li>Use data collected by commercial tourism operators using the Electronic Monitoring System to assess the effectiveness of the current management program in minimising potential impacts to whale sharks from tourism encounters in NMP. This project will build upon Lester et al (2019) that used data from the 2011/12 seasons, by analysing data over a minimum of 5 years between 2013 and 2019 to determine if changes have occurred in the interactions between whale sharks and commercial tourism activities.</li>
</ol>",2022-03-01,2024-02-28,9.0,4.0,307,307.0,,"H Raudino, J Tyne, K Waples",Pilbara,Exmouth,,,H Raudino,7.0,
602,6,6,2017-07-02 21:35:09.553844+08:00,2022-08-07 17:56:53.534666+08:00,3,completed,2017,29,1000.0,"<p><em>Reedia spathacea</em> F. Muell.: a study of phylogeography, population structure and co-occurrence</p>",projects/2017-29/Reedia_v2_1.jpg,,,2016-07-01,2020-06-30,6.0,4.0,6,6.0,,M Byrne,,,,,M Byrne,2.0,
1068,100540,100540,2023-11-14 13:26:18.335257+08:00,2023-11-14 13:26:18.415549+08:00,2,active,2023,44,1000.0,"<p><span lang=""EN-US"">Using ecophysiology and remote sensing approaches to monitor <em>Tetratheca butcheriana </em>population dynamics in the Brockman Range</span></p>",projects/2023-44/IMG8534.jpeg,,"<p style=""font-weight: 400;"">This project seeks to assist with (1) undertaking baseline experimental monitoring to inform plant function and performance across the species range, and (2) informing the development of a comprehensive monitoring program to assess potential indirect impacts of mining on <em>Tetratheca butcheriana </em>A.J.Perkins from the Brockman Range in the Pilbara. With the planned expansion of mining into the Brockman Range area (pending approval) there will likely be impacts to <em>T. butcheriana</em> populations close to the disturbance footprint.</p>
<p style=""font-weight: 400;"">&nbsp;</p>
<p style=""font-weight: 400;"">The project a two-tiered approach with the following aims to address these requirements. Tier 1 studies will focus on undertaking baseline experimental monitoring, and Tier 2 studies will be desktop-based, with a focus on reviewing the literature and monitoring approaches used for threatened species surverying.</p>
<p style=""font-weight: 400;""><strong>&nbsp;</strong></p>
<p style=""font-weight: 400;"">Tier 1, experimental studies: Develop a baseline understanding of the environmental factors that underpin variation in <em>Tetratheca butcheriana</em> plants in natural populations by;</p>
<ol>
<li>Understanding the edaphic and climatic associated factors driving the variation in habitat that the species occupies across its range to identify and select monitoring sites;</li>
<li>Assessing the impact of spatiotemporal variation in the environment (years, seasons, sites, habitat characteristics) on plant ecophysiological function and population dynamics in sites of varying characteristics;</li>
<li>Assessing impacts from mining associated dust impacts.</li>
<li>Exploring the application of remote sensing technologies for monitoring efforts at a landscape scale; and</li>
</ol>
<p style=""font-weight: 400;"">Tier 2, desktop studies: Develop monitoring approaches for rare species to inform future protocols, by</p>
<ol>
<li>Reviewing and evaluating existing monitoring approaches for rare species; and</li>
<li>Synthesizing existing procedures and integrate the knowledge from field studies to develop a monitoring protocol.</li>
</ol>",2023-05-31,2026-05-01,17.0,4.0,100462,100540.0,,"W Lewandrowski, E Tudor, J Stevens",Pilbara,Exmouth,Pilbara,,J Stevens,2.0,"ecophysiology, remote sensing, Tetratheca, BIF, spatiotemporal variation"
525,10,1,2016-07-12 13:48:03.712374+08:00,2018-10-15 13:51:55.121500+08:00,2,completed,2016,40,1000.0,<p>Biological Survey of Walyarta Wetlands</p>,projects/2016-40/MAND24_scene_5196.JPG,<p>Saunders Spring</p>,,2015-08-01,2018-06-30,13.0,1.0,22,22.0,,"A Markey, A Pinder, K Quinlan",Kimberley,West Kimberley,Dampierland,,A Pinder,5.0,
720,100525,100525,2018-07-25 11:37:36.135143+08:00,2023-06-27 14:53:39.518458+08:00,0,updating,2018,85,1000.0,<p>Seed science</p>,projects/2018-85/Myriocephalusgueriniae.jpeg,,,2017-07-01,2023-06-30,17.0,1.0,100525,100525.0,,D Merritt,All Regions,All DPaW Districts,All IBRA Regions,All Regions,D Merritt,29.0,
716,17,100053,2018-07-23 13:45:36.235795+08:00,2023-06-29 08:15:31.297035+08:00,3,updating,2018,81,1000.0,"<p>Predicting effects of climate change and thinning on growth, health and water yield of jarrah and karri stands using individual-based modelling</p>",projects/2018-81/ShesatInglehopecrop.jpg,,,2018-01-01,2020-12-30,7.0,4.0,17,17.0,,"R Mazanec, L Mccaw","Swan, South West, Warren","Perth Hills, Wellington, Blackwood, Donnelly, Frankland","Jarrah Forest, Warren","Swan, South West",R Mazanec,8.0,
524,10,93,2016-07-12 13:38:05.139225+08:00,2022-07-15 11:23:06.700472+08:00,2,completed,2016,39,1000.0,<p>Introduced predator control and baiting program - Yarraloola</p>,,,,2016-01-01,2019-12-31,5.0,4.0,12,137.0,,"H Anderson, L Gibson, R Palmer",Pilbara,,Pilbara,Rangelands,L Gibson,1.0,
520,10,6,2016-07-11 16:39:31.052711+08:00,2023-07-04 18:45:02.485881+08:00,2,completed,2016,35,1000.0,<p>Project 4.3: Improving threatened plant reintroduction success and species recovery</p>,,,,2016-07-01,2019-04-30,6.0,4.0,11,11.0,,"L Monks, R Dillon, M Byrne",All Regions,All DPaW Districts,All IBRA Regions,All Regions,,2.0,
173,100000,1,2014-06-05 18:29:28.383000+08:00,2018-10-15 13:52:04.021519+08:00,0,completed,2012,11,1000.0,<p>Comparison of plant canker pathogen impact and climatic variables in Proteaceae on the south coast of Western Australia and evaluation of selected fungicides as a management tool for canker control in the declared rare flora <em>Banksia verticillata _and _Lambertia orbifolia</em>. </p>,,,"<p>This project is a duplicate of 2010-004 - PG Plot/transect geocode(s) / location: Walpole-Nornalup (35<sup>°</sup> 02.212' S, 116<sup>°</sup> 53.424' E), Torndirrup (35<sup>°</sup> 0.6397' S, 117<sup>°</sup> 56.930' E), Gull Rock (35<sup>°</sup>00.120' S, 117<sup>°</sup> 58.610' E), Stokes (33<sup>°</sup>49.798'S, 121<sup>°</sup> 6.4' E) and Waychinicup (34<sup>°</sup>53.217' S, 118<sup>°</sup> 22.715' E) national parks. Vacant crown land adjacent to Beaufort inlet reserve 14987 (34<sup>°</sup> 28.671' S, 118<sup>°</sup> 52.512' E). Plot/transect protection requirements (fire, logging, earthworks, dieback etc.) Fire </p>",,,2.0,1.0,54,,,"C Crane, C Crane, B Shearer, C Dunne, S Barrett",South Coast,Albany,,,"C Crane, C Crane",,
144,100000,100934,2014-06-05 18:29:13.549000+08:00,2023-06-13 12:10:30.946202+08:00,0,updating,2011,20,1000.0,<p>Long-term stand dynamics of regrowth forest in relation to site productivity and climate</p>,projects/2011-20/20190605143344resized.jpeg,<p>Managing forests for multiple values.</p>,"<p>5 (d) Plot/transect geocode(s) / location: Plot locations specified in the Scientific Sites Register. Barker Rd, Warren block March Rd, Sutton block Vasse Hwy, Treen Brook block Amp Rd, Nairn block Drum Rd, Wheatley block, Inglehope 5 (e) Plot/transect protection requirements (fire, logging, earthworks, dieback etc.) Protection requirements are specified in the Scientific Sites Register.</p>",,,7.0,5.0,17,,,R Mazanec,"Swan, Warren","Perth Hills, Donnelly","Jarrah Forest, Warren","Swan, South West",,8.0,
972,93,100934,2021-09-08 16:11:32.077188+08:00,2023-10-12 16:14:29.272652+08:00,0,updating,2021,46,1000.0,<p>Distribution and conservation status of the heath mouse (<em>Pseudomys shortridgei</em>) in Western Australia</p>,projects/2021-46/8HeathRatWellslight.jpeg,,,2021-09-01,2024-09-01,5.0,1.0,93,93.0,,"L Gibson, S Cowen, M Cowan","Wheatbelt, South Coast","Central Wheatbelt, Esperance, Albany","Avon Wheatbelt, Coolgardie, Mallee, Esperance Plains",South Coast,L Gibson,1.0,
571,22,22,2016-10-27 14:15:36.324016+08:00,2020-05-17 14:14:11.828114+08:00,3,completed,2016,86,1000.0,<p>Aquatic invertebrate food resources in western swamp tortoise translocation sites</p>,projects/2016-86/IMG_8779x.jpg,,,2016-08-01,2017-12-31,13.0,1.0,22,22.0,,A Pinder,"Swan, South West, Warren","Swan Coastal, Blackwood, Donnelly","Swan Coastal Plain, Warren","Northern Agricultural, South West",A Pinder,1.0,
79,100000,1,2014-06-05 18:28:43.650000+08:00,2018-10-15 13:52:07.385855+08:00,0,completed,2004,1,1000.0,"<p>Native earthworms (Oligochaeta) of the Swan Coastal Plain: biodiversity, distribution and threatening processes</p>",,,<p>Concept Plan Number: 2003/03 &nbsp; &nbsp; &nbsp; Request Number: KE/0019 &nbsp;</p>,,,5.0,1.0,30,,,"A Wills, Dr I Abbott, A Mellican, A Wills","Swan, South West","Swan Coastal, Wellington, Blackwood",,,"A Wills, A Wills",3.0,
78,100000,1,2014-06-05 18:28:43.451000+08:00,2018-10-15 13:52:07.413515+08:00,0,completed,2003,11,1000.0,<p>Assessing the distribution and status of the Wambenger (<em>Phascogale</em> nov. sp.)</p>,,,<p>Concept Plan Number: 2002/02 &nbsp; &nbsp; &nbsp; Request Number: KE/0017 &nbsp; External Collaborator(s): Susan Rhind &nbsp; (See comments field for further staff names.) &nbsp;</p>,,,5.0,1.0,119,,,"N Marlow, N Marlow, J Rooney, C Vellios, C Ward, A Williams",Warren,Donnelly,,,"N Marlow, N Marlow",1.0,
843,6,100944,2019-07-02 21:54:13.714042+08:00,2021-11-10 15:34:43.941559+08:00,2,completed,2019,58,1000.0,<p>Genetic assessment of sub-populations of <em>Marianthus aquilonaris</em></p>,,,,2018-10-01,2019-12-31,6.0,4.0,6,6.0,,"M Byrne, T Hopley",South Coast,,Mallee,"Rangelands, South Coast",M Byrne,2.0,
826,100688,100688,2019-06-14 13:41:59.318658+08:00,2021-06-11 08:10:14.895088+08:00,3,completed,2019,41,1000.0,"<p><span style=""font-weight: 400;"">A comparison of stereo-BRUV, diver operated and remote stereo-video transects for assessing reef fish assemblage</span></p>",projects/2019-41/StereoROV.jpeg,,,2018-01-01,2020-03-01,9.0,1.0,100688,100688.0,,J Goetze,,,,,J Goetze,7.0,
590,67,67,2017-06-23 13:07:10.428003+08:00,2023-06-16 10:04:12.489442+08:00,3,completed,2017,17,1000.0,"<p>Is there a housing crisis in tropical savannas? Changing fire regimes, hollows and declining arboreal mammals</p>",projects/2017-17/P9290121.JPG,<p>Is there a housing crisis for Kimberley arboreals mammals?</p>,"<p>There has been a significant amount of research conducted in northern Australia regarding fire regimes and their effect on savanna systems. However, the fire ecology of tree hollows has virtually not been studied in northern Australia. We suspect the drivers of tree hollow development and retention will be different to the ecology that has been well studied in southern Australia as savanna system experience different fire regimes and are subjected to additional processes such as cyclone events and termite activity. Tree hollows are an important ecological resource for around 40% of vertebrates in the Top End featuring mammals, reptiles, and birds. Developing optimal strategies for managing fire for arboreal mammals and thresholds of hollow abundance mediated by fire frequency and intensity will be a major advance for ecology and conservation. Hence, this project will advance our understanding of Australian forest ecology and conservation generally, which is currently bias to temperate zones.</p>",2017-03-01,2020-12-31,21.0,6.0,67,67.0,,I Radford,Kimberley,"East Kimberley, West Kimberley","Victoria Bonaparte, Northern Kimberley, Ord Victoria Plain, Central Kimberley",Rangelands,I Radford,3.0,
914,241,241,2020-07-03 14:32:16.913373+08:00,2022-07-19 22:00:36.491670+08:00,3,completed,2020,57,1000.0,<p>Landscape genomic analysis of three co-occurring small mammals in the Pilbara</p>,projects/2020-57/NingauitimealeyiLesley.jpeg,<p>Landscape genetic connectivity of Pilbara small mammals</p>,,2020-02-01,2020-11-30,5.0,4.0,241,241.0,,"K Ottewell, R Shaw",Pilbara,,Pilbara,Rangelands,"K Ottewell, R Shaw",3.0,"Small mammals, genetic diversity"
587,67,100564,2017-06-22 15:16:44.954429+08:00,2019-01-02 14:27:57.383656+08:00,2,active,2017,14,1000.0,<p>Movement ecology of granivores: informing fire management of savannas</p>,projects/2017-14/_B2C0963_Gouldian_finch.jpg,<p>Where do gouldians go when the going gets tough?</p>,<p>This is a new ARC project investigating landscape use by granivorous finches in the Kimberley through critical food and breeding habitat shortage periods. The project will use cutting edge tracking technology to follow finches through the landscape when their Sorghum based food resources are not available during the wet season. It will also investigate where finches who leave known breeding sites spend the remainder of their lives and whether they are using different breeding areas from known locations.</p>,2017-06-01,2020-12-31,7.0,6.0,67,67.0,,I Radford,,,,,I Radford,3.0,
582,17,17,2017-06-20 14:33:03.079919+08:00,2019-06-28 14:51:27.983124+08:00,2,active,2017,9,1000.0,<p>A new National Fire Danger Rating System for Australia</p>,projects/2017-9/Fire_danger_sign.jpg,<p>Fire danger rating for the 21st century.</p>,,2017-01-01,2020-06-30,21.0,7.0,17,17.0,,L Mccaw,All Regions,All DPaW Districts,All IBRA Regions,All Regions,L Mccaw,6.0,
523,10,93,2016-07-12 13:30:59.763925+08:00,2022-07-15 11:24:44.014650+08:00,2,completed,2016,38,1000.0,<p>Decision support system for prioritising and implementing biosecurity on Western Australia's islands</p>,,,,,,5.0,1.0,250,12.0,,"L Gibson, C Lohr, K Morris",Pilbara,Exmouth,"Pilbara, Pilbara (Nearshore)",Rangelands,C Lohr,1.0,
495,102,1,2016-06-01 10:33:55.195305+08:00,2018-10-15 13:51:55.977490+08:00,3,completed,2016,10,1000.0,<p>Ecological genetic assessment of <em>Hakea laurina</em> in restoration sites compared with remnant bush</p>,projects/2016-10/DSC03946.JPG,<p>Is restoration working?</p>,,2015-01-01,2017-01-01,6.0,,102,102.0,,"D Coates, M Millar",South Coast,Albany,,South Coast,"D Coates, M Millar",3.0,
485,100198,6,2016-01-22 11:45:08.380453+08:00,2021-07-09 09:55:57.944483+08:00,3,completed,2016,1,1000.0,<p>Vegetation responses to Noongar land management practices in old and young landscapes</p>,projects/2016-1/Alison_L.jpg,,,2014-01-01,2018-12-31,6.0,,6,6.0,,M Byrne,South West,Donnelly,"Avon Wheatbelt, Esperance Plains","South West, South Coast",M Byrne,,
77,100000,1,2014-06-05 18:28:43.414000+08:00,2018-10-15 13:52:07.450085+08:00,0,completed,2003,10,1000.0,<p>Monitoring impacts of surface sand mining on water relations of critically endangered plant communities. </p>,,,,,,7.0,1.0,173,,,I Dumbrell,,,,,I Dumbrell,,
828,100688,100688,2019-06-14 13:56:38.789256+08:00,2021-06-11 08:29:32.246913+08:00,3,completed,2019,43,1000.0,<p>A cost benefit analysis for the collection of reef fish density data with a micro remote operated vehicle versus SCUBA divers.</p>,projects/2019-43/StereoROV.jpeg,,,2019-02-01,2020-11-30,9.0,,100688,100392.0,,J Goetze,Pilbara,Exmouth,,,J Goetze,,
444,24,1,2014-06-26 12:52:17.815000+08:00,2018-10-15 13:51:57.393497+08:00,3,completed,2014,11,1000.0,"<p>Histopathological review of the causes of death in Woylies (<em>Bettongia penicillata</em>) presented to Murdoch University for necropsy in the last 10 years, with special focus on (possible) <em>Trypanosoma</em> related histopathology.</p>",,,<p>Ziyuan Lim</p>,2014-01-01,2016-01-01,5.0,1.0,24,24.0,24.0,A Wayne,,,,,A Wayne,1.0,
725,100458,100458,2018-08-09 13:27:17.280970+08:00,2020-06-05 09:06:07.011030+08:00,3,completed,2018,90,1000.0,"<p>Investigating habitat values of seagrass, macroalgae and wrack in the Swan Canning Riverpark</p>",projects/2018-90/2018090V2.jpg,,"<p>Seagrass is recognized as an asset in the Swan Canning Riverpark playing an important role in stabilizing sediment and maintaining oxygen levels at the sediment / water interface. It is also an important food source for the black swan and is thought to support diverse and productive faunal assemblages. However, much of the information about the value of this habitat is gleaned from Zostera species in estuaries elsewhere. Relatively little is known of the biodiversity and ecological value of Halophila ovalis, the dominant species in the Riverpark.&nbsp; <br />Macroalgae are commonly found in the lower reaches of the Riverpark in late spring and summer, and in recent years, large amounts of the macroalga Chaetomorpha linum have accumulated in response to favourable growth conditions. The macroalgae is fast-growing and is often considered a nuisance because it reduces light conditions to Halophila beds and can affect reproduction. This project is investigating the&nbsp;biodiversity and ecological values of Halophila meadows and Chaetomorpha accumulations. It will also determine the ecological value of accumulated wrack.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>",2016-07-01,2018-12-30,20.0,1.0,100458,100458.0,,K Trayler,,,,,K Trayler,32.0,
476,4,1,2015-07-31 09:14:47.527861+08:00,2022-07-19 15:26:29.524996+08:00,0,closure requested,2015,16,1000.0,<p>Improved fauna recovery in the Pilbara &ndash; benefitting the endangered northern quoll through broad-scale feral cat baiting</p>,projects/2015-16/northern-quoll-2_1.jpg,,"<p><strong>d)</strong> &nbsp;&nbsp; <strong>Plot/transect geocode(s) / location:</strong> Yarraloola pastoral lease: 21<sup>o</sup> 44&rsquo; 50&rdquo; S, 116<sup>o</sup> 08&rsquo; 31&rdquo; E</p>
<p>&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; &nbsp;&nbsp;&nbsp; Red Hill pastoral lease: 21<sup>o</sup> 58&rsquo; 12&rdquo; S, 116<sup>o</sup> 03&rsquo; 45&rdquo; E</p>",2014-08-01,2015-12-31,5.0,1.0,137,137.0,,"R Palmer, A Johnson",Pilbara,,Pilbara,Rangelands,R Palmer,1.0,
711,100462,100934,2018-07-17 17:36:17.094645+08:00,2023-06-13 12:10:32.581781+08:00,0,updating,2018,77,1000.0,<p>Restoration science</p>,projects/2018-77/IMG4083.JPG,<p>Providing the comprehensive scientific basis for restoration actions across the State</p>,,2017-07-01,2023-07-01,17.0,1.0,100462,100462.0,,"J Stevens, S Krauss, W Lewandrowski, C Elliott",All Regions,All DPaW Districts,"All IBRA Regions, All IMCRA Regions",All Regions,J Stevens,27.0,"Restoration Science, seed science, provenance, ecohydrology, ecophysiology, soil science, community ecology, plant-enabling technologies"
