document_ptr_id,year,progress_report,report_id
1118,2014,"<p>While much is known of the impact of trypanosomes on human and livestock health, trypanosomes in wildlife, although ubiquitous, have largely been considered to be non-pathogenic. This project aimed to investigate the genetic diversity and potential pathogenicity of trypanosomes naturally infecting Western Australian marsupials with particular emphasis on those parasites associated with the endangered woylie (<em>Bettongia penicillata</em>). 554 blood samples and 250 tissue samples collected from 50 carcasses of sick-euthanised and road-killed animals, belonging to 10 species of marsupials, were screened for the presence of trypanosomes using a PCR of the 18S rDNA gene. PCR results revealed a rate of infection of 67% in blood and 60% in tissues. Inferred phylogenetic trees using 18S rDNA and glycosomal glyceraldehyde phosphate dehydrogenase (gGAPDH) sequences showed the presence of three different species of <em>Trypanosoma</em>: <em>Trypanosoma copemani</em>, <em>Trypanosoma vegrandis</em>, and <em>Trypanosoma</em> sp. H25. <em>Trypanosoma</em> infections were compared in a declining and in a stable population of the woylie. High rates of infection with <em>Trypanosoma copemani</em> (96%) were found in the declining population, whereas in the stable population, <em>Trypanosoma vegrandis</em> was predominant (89%). Mixed infections were common in woylies from the declining but not from the stable population. Histopathological findings associated with either mixed or single infections involving <em>Trypanosoma copemani</em> showed pathological changes similar to those seen in <em>Didelphis marsupialis</em> infected with the pathogenic <em>Trypanosoma cruzi</em> in South America: myocarditis and tongue degeneration. <em>T. copemani</em> was successfully grown in culture and for the first time it was demonstrated that this species has the capacity to not only colonise different tissues in the host but also to invade cells in vitro. This study also showed that commercial drugs and new compounds developed against the pathogenic <em>T. cruzi</em> are active in vitro against <em>T. copemani</em>. These results provide evidence for the potential role of trypanosomes in the decline of the woylie and contribute valuable information towards directing management decisions for endangered species where these parasites are known to be present at high prevalence levels.</p>
<p>This research has been presented at international and national conferences. One paper was published in the <em>International Journal for Parasitology: Parasites and Wildlife</em>, and three more papers are in process of submission.</p>",1
1121,2014,"<p>Morphological and phylogenetic characterisation of trypanosomes isolated from both the Gilbert's potoroo (<em>Potorous gilbertii</em>) and quokka (<em>Setonix brachyurus</em>) from Two Peoples Bay, Albany, and Bald Island, has been completed. Characterisation has identified a novel species of trypanosome <em>T. copemani</em> affecting Western Australian native marsupials. Phylogenetic analysis has shown that <em>T. copemani</em> is closely related to the South American trypanosome <em>T. cruzi,</em> the etiological agent of Chagas disease known to be infective to both a wide variety of animal species and humans. The tick species <em>Ixodes australiensis</em> has recently been identified as the vector of <em>T. copemani</em>. Motile trypanosomes were found in sections of tick midguts and haemolymph, 49 and 117 days after tick collection, with sequencing showing 100% homology to <em>T. copemani</em> (genotype A). Detection of trypanosomes within tick faeces suggests that the transmission of <em>T.copemani</em> from vector to host is via the faecal-oral route. The survey to establish the prevalence of blood parasites (trypanosomes and Theileria) and gastrointestinal parasites (Eimeria, Giardia and Cryptosporidium) isolated from quokkas from three geographical locations (Two Peoples Bay, Bald Island and Rottnest Island) is still in progress. To date no trypanosomes have been detected in quokkas captured from Rottnest Island. These results show that a naive population of quokkas does exist and given the potential pathogenicity of trypanosomes when encountering a new host species, wildlife management is therefore crucial, particularly when dealing with species of conservation importance.</p>",1
1122,2014,"<p>This project comprised taxonomic and biogeographical studies on Australian members of the brown algal genus <em>Sargassum</em> and its close relatives, employing morphological and molecular techniques to investigate generic, subgeneric and species level boundaries, assisted by analyses of sequences from the nuclear, mitochondrial and chloroplast genomes; ITS-2, cox3 and rbcL-S. The resulting phylogeny indicated the genus <em>Sargassum</em> as presently constituted to be polyphyletic, with closely related genera nested within. Combined with morphological observations, these results instigated several taxonomic transfers proposed at the species, subgeneric and generic level.</p>
<p>Initial components of this project investigated the two lesser-known <em>Sargassum</em> subgenera; <em>Phyllotricha</em> and <em>Arthrophycus</em> (Dixon <em>et al.</em> 2012, 2014), concluding that <em>Sargassum</em> was polyphyletic if subgenus <em>Phyllotricha</em> was included. To remedy this, the subgenus was restored to genus level as <em>Phyllotricha</em> Areschoug and several <em>Sargassum</em> species were transferred to it. The genetic variation within species of the former <em>S.</em> subgenus <em>Phyllotricha</em> was sufficient to recognize species-level variation and, for the most part, concurred with the current morphology-based taxonomy; thus most existing species were retained (albeit transferred to another genus), and just one reduced to synonymy.</p>
<p>The investigation into <em>Sargassum</em> subgenera <em>Arthrophycus</em> and <em>Bactrophycus</em> found the two taxa were not genetically or morphologically distinct, and their past and contemporary recognition was essentially based solely on their geographical distribution. Molecular analyses demonstrated that species of <em>S.</em> subgenus <em>Arthrophycus</em> were genetically nested within <em>S.</em> subgenus <em>Bactrophycus</em> section <em>Halochloa</em>, and this study proposed to transfer them accordingly, subsuming the name <em>Arthrophycus</em>. This newly circumscribed <em>S.</em> subgenus <em>Bactrophycus</em> has an antitropical and disjunct distribution, being present in the temperate to subtropical northwestern Pacific Ocean and the temperate to subtropical southern Indo-Pacific, but not at all in tropical equatorial waters.</p>
<p>The third aspect of this project focused on the north-western Australian Fucales and was based on extensive new collections made throughout tropical Western Australia. The order Fucales in this region is composed of five genera: <em>Hormophysa</em>, <em>Sargassopsis</em>, <em>Sargassum</em>, <em>Sirophysalis</em> and <em>Turbinaria</em>. Of these, <em>Sargassum</em> comprised 10 of the 16 species, and all but one of these was in subgenus <em>Sargassum</em>. A number of species new to the area were added as range extensions, including <em>Sargassum marginatum</em> (known previously from India, Sri Lanka and Indonesia), <em>Sargassum paradoxum</em> (known previously from temperate Australia), <em>Sargassum aquifolium</em> (common and including several previously recognised species as synonyms), and the new species <em>Sargassum rasta</em> (Dixon &amp; Huisman, in press).</p>",1
1275,2014,"<p>The aim of this project is to review the causes of deaths and histopathology in the woylies presented to Murdoch University in the last 10 years; with special attention dedicated to detecting the presence of Trypanosomes, their related histopathology and their significance. So far, two Woylies out of the (approximately) 50 have been identified to have organisms (morphologically similar to Trypanosomes) in association with muscle lesions in the oesophagus and heart. These muscle lesions may have potentially resulted in decreased food intake and abnormal function of the heart respectively; with possible contribution to the death of the individual. This project will also attempt to identify the Trypanosomes and demonstrate spatial association between <em>Trypanosoma</em> DNA and muscle (or other) lesions via the use of in-situ hybridization. In light of the recently published study by Botero et al. (2013), an increased understanding of the effects of <em>Trypanosoma</em> infections in the woylie will help aid the future management of this declining species.</p>
<p>A database has been developed that collates post-mortem results from woylies, including tissues examined (and findings) and tissues held in archive. The database is almost complete. The findings will be reviewed and collated. Additionally, various probes have been designed for use in <em>in-situ</em> hybridisation for the detection of protozoal DNA in tissue sections. Six probes have been designed and purchased, to include <em>Sarcocystis</em>, <em>Trypanosoma</em> and <em>Toxoplasma</em> organisms. Labelling efficiency tests will start June/July 2014, with trial runs on tissues from quolls, in partnership with a separate project.</p>",1
1745,2016,"<p>Structurally complex macrophyte patches within the Ningaloo lagoon act as nursery habitat for juvenile fish of ecological and fisheries importance. A strong association between juvenile fish and macrophyte habitat implies that fish feed on resources within these habitats, but there is little information on the diet of juvenile fish, especially in macroalgal habitats. This project will determine the importance of macroalgae and associated fauna to the diet of juvenile fishes at various macroalgal sites at Ningaloo Marine Park and use Ecopath modelling to evaluate the consequences to juvenile fishes of physical and biological changes to the reef system.</p>
<p>During 2015/16, fieldwork was undertaken and fish for dietary analyses were collected and processed. Work has commenced on developing the Ecopath model.</p>",5
1277,2014,"<p>Infectious disease has been suggested as a factor contributing to the recent 90% decline of the woylie, now critically endangered. The effects of infectious disease on woylies may be exacerbated by as yet unknown factors such as stress. This project aims to investigate how stress affects immune function and patterns of infection in the context of endangered species conservation. The hypothesis is: if stress affects immune function and patterns of infection in woylies, we expect changes in immunological variables and patterns of parasite infection with varying exposure to conservation relevant stressors. Endangered species face numerous threats that can constitute stressors that challenge an animals' physiological balance. Stressors to be investigated in this study include predators, resource availability, social interactions, population density and translocation.</p>
<p>Extensive field and laboratory work will be performed to investigate links between stress and disease expression in woylies in the context of their decline. Study populations include captive and free-ranging woylies at Native Animal Rescue, Karakamia Sanctuary, Whiteman Park and the Upper Warren region. Diagnostic and laboratory methods will be applied to conduct parallel evaluation of stress hormones, immune function and parasites in woylies. Data will be used to develop models to improve our understanding of how stress affects the health of endangered wildlife and potential ramifications for species conservation and management.</p>
<p>In the project's first year, intensive sample collection and preliminary analyses has been undertaken and the first paper accepted for publication. Fieldwork, sample collection, laboratory analyses and dissemination of information will continue with support from the Australian Academy of Science Margaret Middleton Fund, Foundation for National Parks and Wildlife and Holsworth Research Endowment.</p>",1
1287,2014,"<p>Research investigating the interactions between feral cats and dingoes at Lorna Glen began in the winter field season of 2013. During this time we initiated a pilot camera trap study to trial different camera trap techniques and investigate changes in predator activity following annual Eradicat baiting. Eighty cameras were placed either alongside roads or 100m off roads and were either left unbaited or else baited using an audio call lure. The study showed that the best method for detecting both feral cats and dingoes was to deploy either baited or unbaited cameras along roadsides. Cameras alongside roads that were baited showed a slightly higher detection rate although this difference was not significant while cameras off road showed virtually no detections whether baited or unbaited.</p>
<p>Using the on-road camera data from this study we also examined activity levels of feral cats and dingoes before, during, and after Eradicat baiting. The results of this study showed that activity of both predators (measured by the number of photo captures per trap night) decreased immediately following the baiting. However, by 30 days post-baiting, dingo activity had decreased to about 23% of pre-bait levels whereas cat activity increased to near pre-bait levels. By 60 days, dingo activity rebounded to about 53% and cat activity fell to 45% of pre-bait levels. This suggests that high levels of dingo activity may have some role in supressing cat activity.</p>
<p>The current phase of research for the project seeks to investigate fine-scale habitat use and diets of these two species to better understand their extent of spatial and dietary overlap. At present, we have deployed 136 camera traps across three major habitat types. This study will run for 21 days prior to the annual Eradicat baiting and again for 21 days starting two weeks after the baiting. An occupancy modelling approach will be used to analyse this data and will help us understand habitat use of dingoes and feral cats and how this habitat use is impacted by baiting.</p>
<p>To complement the current camera trap study, we have also fitted 16 dingoes and 21 feral cats with high precision GPS collars. These collars take a location fix every two or four hours and will give us detailed information on the movements of these predators through space and time and also help us understand how the baiting impacts their movement ecology. Finally, by analysing scat contents of these species we can get a good understanding of both their level of dietary competition and the impacts that these predators have on their prey species. To date, we have over 100 scats collected of each species and collections will continue until the end of 2014.</p>",1
1491,2015,"<p>The south-west of WA has experienced substantial climate change in the last several decades, particularly a significant reduction in winter rainfall since the 1970s. Modelling suggests that Banksia species, like many other WA plants, are susceptible to adverse impacts from climate change, including local extinctions at climate-stressed ends of the range resulting in range contractions and/or shifts. This study seeks to determine whether observable range-contraction has occurred since the 1970s in a range of common Banksia species, using data from the citizen science Banksia Atlas project and a contemporary citizen science project using volunteers to revisit targeted Banksia Atlas sites. It also seeks to measure stress-related parameters in Banksia leaves, to assess the likely causes of any observed range contractions</p>",2
2083,2018,"<p>Understanding abundance of species on reef systems and the factors that influence them is important for marine park management. This project used baited remotely operated underwater video to investigate factors that influence the distribution of grey reef sharks (<em>Carcharhinus amblyrhynchos</em>)&nbsp;and white tip reef sharks (<em>Triaenodon obesus</em>)&nbsp;at Ningaloo Marine Park. Both species were more abundant as the distance from boat ramps increased. In addition, white tip reef sharks were strongly influenced by the underlying structural complexity of the reef and were more abundant at places where the structural complexity of the reef was highly variable. These results indicate that proximity to boat ramps has a negative influence on shark abundance at Ningaloo, although the strength of this relationship varies among species, and for white tip sharks habitat is a better predictor of abundance. The thesis has been submitted and a manuscript is being prepared for publication.</p>",7
1922,2017,"<p>Effective wildlife management requires an understanding of how animals cope physiologically with stress. When stressors are encountered, the hypothalamic pituitary adrenal (HPA) axis is activated releasing glucocorticoids, which can alter immune function and infectious disease dynamics. This project investigated the relationship between stress, immune function and parasite infection dynamics in woylies.</p>
<p>Woylies were trapped from wild populations, reserves and captivity with faecal and blood samples collected from over 300 individuals. Parallel parasitological and non-invasive endocrine analyses were performed to quantify endoparasites and faecal cortisol metabolites (FCM), end-products of HPA axis activation. An assay developed for human infants to assess innate immunity was also adapted for use in woylies. The novel results suggest that stress physiology and <em>Trypanosoma </em>infection status influence innate immunity. Collecting longitudinal field data, proximate factors that influenced woylie stress physiology, including season, sex, parasite status and body condition were identified. Woylies&rsquo; response to translocation and a major bushfire that unexpectedly occurred at a field site was also examined. After translocation, FCM was significantly higher than before or at the time of translocation. However, the variation was noted in both translocated and resident woylies and FCM was not related to short-term changes in parasite infection dynamics. FCM was not significantly higher immediately after the fire, nor were there corresponding changes in parasite load or body condition compared to the months preceding the fire. It is suggested that woylies can maintain homeostasis at least in the period immediately after a fire provided they are managed appropriately. The project provides new knowledge on woylie stress physiology and highlights the value of innovative tools to advance woylie conservation as they continue to face stressors in the future.</p>
<p>&nbsp;</p>",6
2766,2020,"<p>The behaviour of pollinators has consequences for the plants they pollinate. Highly mobile nectar-feeding birds often display behaviour that results in more pollen carryover than insect pollinators, which is predicted to result in frequent outcrossing and high paternal diversity for bird-pollinated plants. This prediction was tested by quantifying mating system parameters and bird-visitation in the catspaw <em>Anigozanthos humilis </em>subsp. <em>humilis</em>.</p>
<p>Outcrossing rates were high but significantly less than one,&nbsp;and correlated paternity was surprisingly high. Bird visits to flowers were infrequent, most of which were by the western spinebill. Pollen counts from 30 captured honeyeaters revealed that <em>A. humilis</em> comprised 0.3 percent of the total pollen load. Low visitation rates and low pollen loads of floral visitors have led to the low mate diversity observed.</p>",9
1441,2015,"<p>The ecology and genetic structure in the Australian water rat is being investigated to provide information to support management. In total 94 samples were obtained from across PNG, Northern Territory, eastern Australia, the Kimberley, Shark Bay, south-west Western Australia and Barrow Island. This set broadly represented almost all of the species' distribution. Analysis of nuclear DNA using microsatellite markers has been completed and draft chapter is currently in review. Markers revealed significant regional genetic structure across species range, with particularly high levels of differentiation recorded in south-west Western Australia, Barrow Island and Tasmania compared to remainder of regions. This genetic divergence appears to matches phenotypes (defined by pelt colouration) observed in Barrow island and south-west Western Australian populations.</p>
<p>Where sample sizes were sufficient for within-region analysis, substantial genetic structure was found within south-west Western Australia and the lower Murray River / Adelaide region in South Australia. Significant structure was found within south-west Western Australia at fine spatial scales (&lt;30km), broadly correlated with hydrological catchments, and tributaries and dominant vegetation, with relationships to habitat connectivity. Results from Barrow Island indicate a highly inbred, insular population in low abundance.</p>
<p>These findings have important implications for management and conservation of the species, particularly in Western Australia. The new information will contribute to resolve the species' taxonomic status - review of the taxonomic and conservation status particularly of south-west Western Australia and Barrow Island populations is required. The level of differentiation among populations needs to be taken into account in any translocation program.</p>
<p>This PhD has been completed and the thesis submitted for examination in August 2015.</p>",2
1923,2017,"<div>
<p>Woylie populations (both wild and captive) are relatively small and isolated, making them potentially more susceptible to impacts of perturbations and pathogens. Indeed, infectious pathogens may have played a role the recent woylie decline. Thus, this project focuses on understanding woylie response to perturbations (specifically fire and reserve expansion) as reflected by changes in movement patterns, social structure, and health. GPS collars were used to monitor woylies in a predator-proof reserve, Whiteman Park, while concurrently collecting data on body condition and screening for a variety of parasites. Evaluation of changes in movement patterns and conspecific interactions (home range area/overlap, nest-sharing, contact) relative to these perturbations was made through a combination of more traditional statistics and social network analysis. Assessing longitudinal trends in parasitism with respect to demographic factors and perturbations, enabled identification of potential risk factors for parasitism and how they might be impacted by perturbations.&nbsp;Fieldwork and laboratory work have been completed, and analysis and writing is underway.&nbsp;</p>
<p>&nbsp;</p>
</div>",6
1962,2017,"<p>This project is part of the Ningaloo Outlook CSIRO-BHP research partnership with the overall aim to investigate green turtle foraging ecology and energetics. Specific aims include: investigating diet and variation in diet between size/age classes using stable isotope analysis, and identifying movement of foraging and nesting green turtles using satellite tags and using Dynamic Energy Budget (DEB) modelling to investigate allocation to growth and reproduction throughout the lifecycle.</p>
<p>Progress this year included a field trip to collect eggs and samples for stable isotope analysis and the completion of respirometry and incubation experiments on eggs. Samples have been prepared for stable isotope analysis.</p>
<p>&nbsp;</p>",6
1759,2016,"<p>Artificial light influences the&nbsp;orientation of hatchling flatback turtles and is a major&nbsp;pressure affecting this species in Western Australia. This project&nbsp;will investigate the extent of this influence&nbsp;under different light regimes and environmental cues and will quantify the impacts of light on turtles in the wild.&nbsp;&nbsp;The aims of the project are to: 1) determine if flatback turtle hatchlings are attracted to different types of light when in-water and for how long using acoustic telemetry, whilst concurrently looking at what natural cues (e.g. currents and waves) they may be using to initially move offshore; 2) determine if flatback turtle hatchlings use wave cues to move offshore, and explore the relationship between light cues and wave cues in a wave tank for both flatback and green turtle hatchlings, and 3) examine the relationship between distance from light source and hatchling attraction, as well as what effect lingering around light sources on permanent structures has on the predation rates of flatback hatchlings.</p>
<p>The first field study was successfully&nbsp;completed with the nearshore movements of flatback hatchlings tracked using an acoustic array at Thevenard Island. Wave tank experiments have been trialed to determined the the influence of cues such as light,&nbsp;wave angle and wave height, on the orientation of hatchlings in the water.</p>",5
1492,2015,"<p>The mulla mulla genus <em>Ptilotus</em> is an important and often spectacular component of the vegetation in much of arid Australia, especially in the Pilbara, and is one of the largest arid-zone genera in Australia. Some species of <em>Ptilotus</em> have a remarkable ability to uptake large quantities of phosphorus (P) without apparently suffering effects of P-toxicity at levels that would be fatal to other plants.&nbsp;This project builds on a successful Masters project that produced the first robust framework phylogeny for the genus, and aims to:</p>
<ul>
<li>complete the&nbsp;<em>Ptilotus</em> phylogeny including all remaining species</li>
<li>gain an understanding of the evolution of the genus and of its close relatives (<em>Aerva</em>,&nbsp;<em>Omegandra</em>, and&nbsp;<em>Kellita</em>), including their evolution both before and after the ancestors of&nbsp;<em>Ptilotus</em> reached Australia from east Africa</li>
<li>gain an understanding of the role that mobilisation and uptake of phosphorus plays in the ecological success of&nbsp;<em>Ptilotus</em>, and of the evolution of key elements of&nbsp;phosphorus metabolism in&nbsp;<em>Ptilotus</em></li>
<li>use&nbsp;<em>Ptilotus</em> as a model genus for understanding the radiation of key plant genera in arid Australia since the Miocene transition of the Australian continent from mesic to arid conditions</li>
</ul>",2
1703,2016,"<p>The aims of this project were to 1) test the suitability of spotlighting and distance sampling for providing population estimates and trends of western ringtail and brushtail possums; 2) assess the significance of vegetation structure in the detection of possums, and 3) provide a population estimate for possums in the Kingston forest block and Perup Sanctuary.</p>
<p>Results from the project indicate that spotlighting from a vehicle was more efficient than on foot. Density estimates of brushtail possums from spotlighting was lower than those derived from trapping. Results also indicated that vegetation density was significantly greater before compared with after a mild prescribed burn but did not seem to affect possum detection rates.&nbsp;Despite low spotlight detection rates limiting the ability for robust population estimates of possums in the jarrah forest, this remains a better method than trapping for western ringtail possums and a satisfactory complement to trapping for brushtail possums. The thesis was completed in June 2016 and has been submitted for examination.</p>",5
1496,2015,"<p>Monitoring methods&nbsp;for one asset often collect information relevant to other natural assets. Use of a single method to monitor the condition of multiple assets can reduce operational costs of a monitoring program, although it is important that the method does not compromise manager&rsquo;s ability to detect signals of change in biological indicators. This study investigated comparability of benthic community data recorded by downwards facing cameras, commonly used in benthic monitoring programs, and a forward facing stereo-DOV (F-DOV) typically used in fish surveys. Analyses indicated a degree of similarity in the benthic taxa detected by the two digital imagery methods; however the forward facing stereo F-DOV video systems demonstrated an enhanced ability to describe erect benthic components of the reef, and limited ability to detect benthos with low morphological profiles in comparison to downwards facing cameras. Using comparative models, data recorded by one method can be adjusted and corrected to make it comparable with the data collected by the alternative method. Thus, Stereo-DOV surveys for fish can be considered a suitable method for the simultaneous assessment of fish and important benthic habitat. In conjunction with imagery collected using downwards facing cameras Stereo-DOV imagery may also provide a more extensive and cost effective description of the benthic marine environment through space and time.</p>
<p>A honours thesis related to this project has been submitted.</p>",2
1438,2015,<p>This project investigated the effect of temperature on turtle reproduction at Cape Domett beach in the eastern Kimberley. The project is now completed. The major findings of this project included the determination of a pivotal temperature (the incubation temperature at which 50% male and 50% female young are produced) for a winter/dry season nesting population of flatback turtles and the development of predictive climate models based on measured and hind-cast data. The results have been published in a&nbsp;peer-reviewed journal.</p>,2
1437,2015,<p>Field work for this project has been completed. The student has submitted her thesis and been awarded first class Honours. A manuscript based on the thesis has been submitted for publication in a peer reviewed international journal. The manuscript demonstrates that fish associate with macroalgal patches that have a high canopy and persist in patches where canopy height and cover are maintained over the winter. This is consistent with previous work that indicates that to protect macroalgal associated fish communities macroalgal fields that maintain their structure throughout the year should be given greater conservation status.</p>,2
1758,2016,"<p>This project will investigate fox biology, distribution and seasonality in relation to their predation of turtle nests. Predation by foxes is a key pressure acting on some turtle rookeries and this study will provide knowledge to inform the long-term management of foxes and turtles.The project commenced in early 2016 and field sites are being identified.&nbsp;</p>",5
1429,2015,"<p>Research investigating the interactions between feral cats and dingoes at Lorna Glen began in the winter field season of 2013. During this time we initiated a pilot camera trap study to trial different camera trap techniques and investigate changes in predator activity following annual Eradicat baiting. Eighty cameras were placed either alongside roads or 100m off roads and were either left unbaited or else baited using an audio call lure. The study showed that the best method for detecting both feral cats and dingoes was to deploy either baited or unbaited cameras along roadsides. Cameras alongside roads that were baited showed a slightly higher detection rate although this difference was not significant while cameras off road showed virtually no detections whether baited or unbaited.</p>
<p>Using the on-road camera data from this study we also examined activity levels of feral cats and dingoes before, during, and after Eradicat baiting. The results of this study showed that activity of both predators (measured by the number of photo captures per trap night) decreased immediately following the baiting. However, by 30 days post-baiting, dingo activity had decreased to about 23% of pre-bait levels whereas cat activity increased to near pre-bait levels. By 60 days, dingo activity rebounded to about 53% and cat activity fell to 45% of pre-bait levels. This suggests that high levels of dingo activity may have some role in supressing cat activity.</p>
<p>The current phase of research for the project seeks to investigate fine-scale habitat use and diets of these two species to better understand their extent of spatial and dietary overlap. At present, we have deployed 136 camera traps across three major habitat types. This study will run for 21 days prior to the annual Eradicat baiting and again for 21 days starting two weeks after the baiting. An occupancy modelling approach will be used to analyse this data and will help us understand habitat use of dingoes and feral cats and how this habitat use is impacted by baiting.</p>
<p>To complement the current camera trap study, we have also fitted 16 dingoes and 21 feral cats with high precision GPS collars. These collars take a location fix every two or four hours and will give us detailed information on the movements of these predators through space and time and also help us understand how the baiting impacts their movement ecology. Finally, by analysing scat contents of these species we can get a good understanding of both their level of dietary competition and the impacts that these predators have on their prey species. To date, we have over 100 scats collected of each species and collections will continue until the end of 2014.</p>
<p>Preliminary analysis of movement data indicates that dingoes and feral cats maintain some spatial separation from each other and use different habitats. This PhD thesis is now being written up and will be submitted for examination in February 2016.</p>",2
1435,2015,"<div><span style=""font-family: Calibri, sans-serif; font-size: small;"">Infectious pathogens may play a role the recent decline of the woylie; thus, characterising factors influencing pathogen transmission is a priority of this project. Woylies in a predator-proofed reserve, Whiteman Park, are fitted with GPS collars to monitor movements; social network analysis will be used to develop networks that reflect potential transmission pathways for refuge-based or environmental pathogens.&nbsp; Screening for pathogens while assessing health, reproduction, and behavioural attributes will allow assessment of risk factors and potential fitness effects of pathogens in isolation or combination. Furthermore, network transmission models can facilitate the identification of behavioural (e.g., connectedness) or demographic (e.g., sex) factors key to pathogen propagation.</span></div>
<div><span style=""font-family: Calibri, sans-serif; font-size: small;"">Fieldwork continued this year across multiple seasons, with completion expected in January 2016.&nbsp; Preliminary laboratory work has begun. An unexpected fire at the site in December 2014 also introduced a new component to the study &ndash;the effects of fire on woylie movements, social networks, and parasites.</span></div>",2
1463,2015,"<p>This project aims to: i) determine if a reliable estimate of quokka abundance can be obtained from indicators of activity including scats, tracks and runnels; ii) identify the preferred habitat of quokka in southern forests; iii) determine the mobility and activity patterns of quokka in the southern forests; iv) identify the influence of fire on distribution and abundance of quokka in the southern forests; and v) in collaboration with others determine whether the sub-populations constitute a functional meta-population. Occupancy models were generated from presence/absence data and have identified the density of the near-surface fuel layer, vegetation structure and proximity to a different fuel age as the subset of variables that best predict the probability of occupancy of habitat by quokka. Associated monitoring by cage and camera trapping indicates that feral cats were responsible for almost complete recruitment failure over a four year period due to predation of young immediately after pouch emergence.</p>
<p>Home range and movement patterns have been investigated using 29 collared quokkas and results indicate a mean home range of 71ha (core range 18ha) with movements averaging between 0.4 and 2.4km/night. Largest movements were recorded in summer and autumn and were linked to requirements to forage further afield for water and food during hot dry conditions. Collared animals spent 40% of their time in riparian habitat within a stable home range and emigrating individuals travelled distances of up to 14.2km, using riparian vegetation as corridors. Forest areas with fire treatment and comparable unburnt sites have been examined for quokka abundance and habitat quality pre- and post-fire to determine the effect of fire on habitat use and the time taken for habitat to become re-colonised post-fire. DNA has been provided to staff at Murdoch University, who will be assisting with DNA processing. A paper presenting an effective and efficient survey method for quokka has been published.</p>",2
1468,2015,"<p>Vertebrate fauna translocations, particularly to mainland sites, have a low rate of success (&lt;30%). One potentially contributing factor that has been poorly studied is the impact of parasite loads and pathogenic disease in founder individuals during the stressful establishment period. Each individual carries many species of ectoparasite, enteric parasites and haemoparasites, which may impact directly or indirectly on the host or other species in the environment of the establishing population. For example, blood parasites in the <em>Trypanosoma</em> group have been closely associated with the decline of the woylie, <em>Bettongia penicillata</em>. This work aims to assess the survivorship impacts of disease and parasite load within the establishing population of golden bandicoots (<em>Isoodon auratus</em>) and boodies (<em>Bettongia lesueur</em>) during the first 18 months of translocation.</p>
<p>We experimentally manipulated the population by regularly dosing half the animals with a broad spectrum antiparasitic treatment in order to disrupt the life cycles of a variety of ecto, enteric and haemoparasites. During this intensive monitoring, other demographic and life history data were collected, as well as biological samples such as blood, DNA and faecal samples. Progress to date includes longitudinal trapping and data collection following the release of 160 golden bandicoots from Barrow Island and 170 boodies from Dryandra and Barrow Island. Approximately 800 blood samples were analysed for species-specific detection of <em>Trypanosoma copemani</em> and <em>T. vegrandis</em>. Ectoparasites were identified to species level to determine whether there has been a change in species diversity in the new environment, and to determine the effectiveness of the antiparasitic treatment. Presence of these trypanosomes and ectoparasites were added to models of survivorship to determine if there was a relationship, as well as to follow the pattern of infection across the population. Skeletal and mass measurements, body condition and fecundity of golden bandicoots released at Lorna Glen and Hermite Island were compared to long-term monitoring data from the source population. Upon establishment at both new sites, translocated males increased in condition (i.e. body mass but not skeletal size) and females showed an increased reproductive output. Bandicoots born at translocation sites were significantly larger and heavier (P &lt; 0.0001 and P &lt; 0.0001 respectively) than the founders from the island population within 18 months of establishment. This change in skeletal size, mass and fecundity took place in a single generation at both mainland and island translocation sites, suggesting that the response is not one of evolution by natural selection. This study demonstrated that the small size of golden bandicoots on Barrow Island is not a genotypic response to selective pressures, but rather a phenotypic response to conditions on the island. When translocated to vacant ecological niches, they have the capacity to produce offspring with increased body mass, size and reproductive output. We suggest that ecological processes relating to resource limitation drive 'island dwarfism' in <em>I. auratus</em>.</p>
<p>This PhD study has been completed and the thesis is being prepared.</p>",2
1927,2017,"<p>This project contributes to the investigation of the role of disease in the declines and limited recovery of the woylie.&nbsp; An extensive assessment of the health and disease status of woylies in two wild populations in the Upper Warren region, the insurance population at Perup Sanctuary, and the former captive insurance population at Perth Zoo was conducted over a two year period from October 2010 to November 2012.&nbsp; Extensive data for baseline reference ranges for woylie health exists for analysis for future wildlife health work. &nbsp;Several disease agents previously identified as potential risk factors for woylie populations were assessed with the results combined in an infectious disease surveillance paper recently accepted for publication.&nbsp; The significant findings of the project were: zero prevalence of exposure to <em>Toxoplasma gondii</em> or Wallal &amp; Warrego orbiviruses; a low prevalence of exposure to Macropodid herpesviruses; and detection of a novel gammaherpesvirus.&nbsp; The clinical significance of these herpesviruses to wild woylie populations remains unclear as the positive individuals did not demonstrate clinical signs of herpesviral diseases. &nbsp;Further monitoring for herpesvirus infections in the woylie will be important to inform disease risk analysis for the novel virus, and to determine temporal trends in herpesvirus activity that may relate to population health and conservation outcomes.</p>
<p>Analysis of the data is being undertaken for serum cortisol, faecal glucocorticoid, and hair cortisol as potential measures in woylie health assessment, specifically at a population level.&nbsp; In addition, anti-oxidant and vitamin levels have been determined in a subset of samples for potential analysis as a novel health assessment technique in wildlife.&nbsp;</p>
<p>&nbsp;</p>",6
