document_ptr_id,summary,outcome,collaborations,strategic,staff,budget,director_scd_comment,director_outputprogram_comment,background
476,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
391,"<p>The Department of Environment and Conservation (with the assistance of the WA Museum) has a long-standing commitment to undertaking regional biogeographic surveys of the State. Since the 1970s, there have been major regional surveys of the Eastern Goldfields, Nullarbor, Kimberley rainforests, southern Carnarvon Basin, the Wheatbelt and the Pilbara (e.g. McKenzie et al. 1991; Burbidge et al. 2000; Keighery et al. 2004, George et al. 2011). Other major surveys cover parts of the Kimberley islands, Great Sandy Desert, Gibson Desert, Little Sandy Desert, Dampier Peninsula, Murchison, Gascoyne, southern forests and numerous existing and proposed conservation reserves (e.g. Miles and Burbidge 1975; Burbidge and McKenzie 1983; Gibson and McKenzie 2012, Keighery et al. 2007). These surveys have underpinned the selection of areas for the conservation reserve system, provided information to determine conservation status of species and filled significant gaps in biodiversity knowledge. While these large scale surveys provide analyses of biodiversity patterning for regional-scale conservation planning, sites are usually too sparse and often lack detail at finer scales. The more localised surveys undertaken will fill spatial and/or habitat gaps in the larger surveys, extend geographic coverage, assist in resolving taxonomic issues, increase ecological understanding, provide information on fine-scale biodiversity patterns and in many cases complement regional surveys.</p>","<p>The immediate aims of the individual projects vary depending on the needs of the funding source, but usually contribute to improved species distributional and ecological understanding, prioritizing conservation actions by local managers and/or assessing potential environmental impacts of land use proposals.</p>
<p>Individual survey projects: Ability of regional conservation managers to understand local biodiversity patterning and its underlying drivers and use it to a) assess environmental impacts, b) prioritise conservation actions, c) set biodiversity targets d) establish baselines for monitoring and e) monitor change.</p>
<p>Projects in combination: Improved understanding of species distributions and habitat requirements at a State level. This will contribute to bioregionalisation analyses, analysis of species’ conservation status and analyses of the relationships between species and broad scale gradients and threats such as climate change.    </p>",,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
392,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
393,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
394,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
3333,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DBCA)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
399,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
400,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
405,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
1782,"<p>The primary goal of the project is to contribute to the recovery of key threatened mammal and bird species found at each of these sites, through integrating feral cat baiting with existing fox baiting to reduce the impact of introduced predators, and undertaking translocations to establish new, secure populations, where necessary.</p>
<p>To recover a wild population of black-flanked rock-wallabies in Kalbarri National Park, through:</p>
<p>(a) effective integration of feral cat control with existing fox control;</p>
<p>(b) successful translocation of rock-wallabies; and</p>
<p>(c) effective neighbour engagement.</p>","<ul>
<li>Effective integration of fox and feral cat control that maximises reduction in the number of introduced predators at Kalbarri NP.</li>
<li>Identification of the most appropriate time of year to use Eradicat, with the information being applied in other similar areas of the Midwest.</li>
<li>A reduction in the impact of foxes and feral cats on threatened species, resulting in continued persistence, an increase in distribution and positive trends in population abundance of threatened species in the short to medium term (5-10 years).</li>
<li>An effective method of monitoring the change in abundance of foxes and feral cats using cameras.</li>
<li>An increased understanding of the factors influencing successful feral cat and fox control.</li>
<li>Establish persistent and resilient populations of black-flanked rock wallabies, through translocations and control of foxes, feral cats and goats.</li>
<li>Community awareness and engagement to ensure understanding of and support for management actions.</li>
</ul>",<p>WWF</p>,"<p>This project fits within a broader suite of actions delivered by Parks and Wildlife to reduce the impacts of feral cats and foxes on threatened species in Western Australia. This includes Western Shield, the Integrated Fauna Recovery Project on the south coast, Rangelands Restoration at Matuwa and many other smaller scale projects.</p>","[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,"<p>Predation by feral cats (<em>Felis catus</em>) and foxes (<em>Vulpes vulpes</em>) is a key threatening process in the decline of many, if not all, these species (Department of Environment, 2013 and 2015a). Foxes have been successfully controlled for many years in a range of locations across Western Australia using dried meat sausage baits containing 1080 poison. Over a decade of research by Parks and Wildlife scientists has led to the development of the Eradicat feral cat bait, providing the opportunity to integrate broad-scale feral cat control with existing fox baiting programs and other actions, such as translocation, that are implemented to improve the recovery of threatened native animals.</p>"
1942,"<p>Understanding genetic adaptation and physiological tolerance are critically important for developing management tools for sustainable and productive forest ecosystems in a drying climate; however, these factors remain relatively unknown. This project will investigate these factors in marri and aims to:</p>
<ul>
<li>characterise neutral and adaptive genetic variation to estimate demographic (population size, migration) and evolutionary (adaptation to climate) processes;</li>
<li>estimate the heritability of plant functional traits associated with growth and resilience, and correlated traits, to determine the propensity for genetic adaptation;</li>
<li>determine the physiological and molecular capacity to respond to drought to elucidate the mechanisms enabling plants to persist under climate change.</li>
</ul>","<p>Assisted gene migration has been suggested as a key climate change adaptation strategy for forests worldwide, and could be readily incorporated into current silvicultural practices in south-west forests through the inclusion of seed from dry adapted provenances in regeneration. This project will provide the scientific evidence required to determine effective assisted gene migration practices in southwest forests for resilience to changing climates, providing a basis for adoption of this practice by decision-makers and acceptance by the community and non-government organisations.</p>","<p>This project is funded as an ARC linkage project in collaboration with The University of Western Sydney, Murdoch University, and Forest Products Commission.</p>","<p>The south-west Australia biodiversity hotspot is under threat from climate change, highlighted by a recent drought induced die-back of the jarrah forest that negatively impacted forest health, fauna habitat, and ecosystem services. This project will investigate the capacity of trees to respond to climate change through genetic adaptation and physiological tolerance, providing much needed information and management tools for the management of sustainable and productive forest ecosystems in a drying climate.</p>","[[""Role"",""Year 1"",""Year 2"",""Year 3""],[""Scientist"",""0.2"",""0.2"",""0.2""],[""Technical"","""","""",""""],[""Volunteer"","""","""",""""],[""Collaborator"","""","""",""""]]","[[""Source"",""Year 1"",""Year 2"",""Year 3""],[""Consolidated Funds (DPaW)"","""","""",""""],[""External Funding"",""94,865"",""91,100"",""95,540""]]",,,"<p>Understanding the capacity of trees to respond to climate change is essential for the maintenance of biodiversity, forest health and productivity. In south-west Australia, climate change has increased the frequency and intensity of droughts, which has resulted in tree death and negatively affected essential ecosystem services. Adaptive land management is required to mitigate the risk of large-scale drought mortality in a rapidly changing climate.</p>
<p>Current forest regeneration practice is governed by the Forest Management Plan 2014-2023 that provides for seed sourcing from land management units adjacent to the site based on a broad interpretation of local provenance in widespread semi-continuous species. Assisted gene migration has also been advocated as a tool for land managers and foresters in managing forests and establishing plantations for future climates. But there is little information to provide a basis for land-managers to implement assisted gene migration.</p>
<p>Marri (<em>Corymbia calophylla</em>) is an important component of the forest ecosystem providing nesting hollows and a food source for endangered cockatoo species. In addition to being an important timber tree, the fruit, seeds, flowers, leaves and wood of marri are all important sources of food for native fauna. The seeds are a major food source for nationally listed threatened birds (Baudin&rsquo;s black cockatoo and Carnaby&rsquo;s black cockatoo) and the maintenance of habitat and food resources is a key factor in forest management practice. In each of the forest and woodland ecosystems where marri is present, it is an important and integral keystone species. Consequently, a decline in its overall health, now being experienced due to drought and disease, will have significant long-term detrimental impacts on ecosystem function.</p>
<p>This project will deliver a scientific basis for the adoption of assisted gene migration in south-west forests, through a detailed understanding of genetic adaptation and physiological tolerance, to enhance drought-resilience under future hotter and drier climates in marri.</p>"
410,,"<p>Milestone</p>
<p>Description</p>
<p>Date</p>
<p>Milestone 1</p>
<p>End user engagement plan and Knowledge communication Plan approved by NCCARF</p>
<p>31 Dec 2011</p>
<p>Milestone 2</p>
<p>Field design and sampling</p>
<p>30Mar 2011</p>
<p>Milestone 3</p>
<p>Ecophysiology and genetic analyses</p>
<p>30 Jul 2012</p>
<p>Milestone 4</p>
<p>Analysis and interpretation</p>
<p>30Oct 2012</p>
<p>Milestone 5</p>
<p>Communication</p>
<p>31 Dec 2012</p>","<p>Landscape-scale restoration of over-cleared, multi-use landscapes can only be achieved through revegetation. This typically includes planting of indigenous native plant species, sometimes in combination with native or exotic perennials for production or carbon sequestration.  In each of these cases investments will be wasted and goals will not be achieved if plantings are not resilient to climate change. One of the few significant avenues for increasing the success of landscape-scale restoration is to increase climate resilience through use of appropriate genetic stock. By investigating patterns of adaptive variation in widespread eucalypts of eastern and western Australian agricultural landscapes, this project will pioneer the development of new approaches to sourcing genetic stock for climate-resilient revegetation, applicable at the national scale. Initial guidelines will be available on completion of the project. Ongoing studies and entrenchment of a new genetic paradigm for restoration may be achieved over a five to ten year timeframe, assuming further funding becomes available. Direct benefits will arise through improved long-term success of investments in revegetation and other plantings across Australia.</p>","<p>Multi-million dollar investments in maintenance of ecosystem function through restoration of Australia’s degraded and fragmented multi-use landscapes currently take little account of climate change. Until recently there has been a strong focus on maintaining local genetic patterns for optimal restoration. In a changing climate this paradigm will no longer be relevant.</p>
<p>This project offers a novel and exciting approach to the challenging task of identifying adaptation strategies to maximise resilience to climate change. In particular it will pioneer research at the interface between molecular genetics, plant physiology and ecological adaptation in the emerging field of ecological genomics, where there is significant untapped potential for major developments in climate change adaptation research. It will apply new genomic tools to identify adaptive capacity in eucalypts that will drive development of adaptation strategies for eucalypt dominated ecosystems across Australia. Investigation of assisted migration for maintenance of ecological function is a challenging topic that was identified as a critical component of climate adaptation strategies at a recent NCCARF workshop. It extends the concept of assisted migration for preservation of single species to the ecosystem scale. It will be important to investigate the potential for this level of intervention in landscape scale adaptation strategies.</p>
<p>The project will test the following alternative hypotheses: 1. Widespread species, having evolved under highly variable environments, retain high potential for adaptability to environmental change within the gene pool of local populations or individuals (implying that genetic material sourced from local populations will have tolerance to changing climatic conditions). 2. Widespread species, having evolved across wide ecological gradients, comprise a suite of locally adapted sub-populations each (implying that genetic material should be sourced not from local populations but from distant and potentially resilient populations which are pre-adapted to the future climate).</p>","[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
457,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
458,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
459,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
411,"<p>The south-west Australian floristic region is recognized as one of only 34 global biodiversity hotspots: those regions on earth richest in endemic species under threat. Approximately 2000 of a total of 8000 plant species in southwest Australia occur on granite outcrops or other shallow-soil environments (Hopper et al., 1997; Hopper and Gioia, 2004). Many of these species are shallow-soil endemics that have a highly fragmented and often restricted distribution. Also worldwide a large number of rare species occur in open, shallow, rocky and drought-prone environments. This suggests that shallow-soil endemics may have special adaptations to their own habitats that prevent them from establishing and being competitive in others.</p>","<p>The below mentioned outcomes summarize the conclusions on the research that I have done in this area so far, including material from as yet unpublished data.</p>
<ul>
<li>Revegetation/replanting of perennial vegetation in shallow-soil communities can only be expected to be successful when there are cracks ‘available’ to the plants’ roots in the underlying rock. This may only be the case after fire or after the death of mature individuals. Also, relatively bare areas with low native vegetation cover are unlikely to be useful for revegetation purposes (i.e. they are bare for a reason: low water supply). </li>
<li>Using glasshouse grown seedlings with relatively few and often stunted and air pruned roots may be especially problematic for revegetation purposes on shallow soils. A high investment in roots appears essential for first summer survival and glasshouse grown seedlings often have much higher shoot to root ratios.</li>
<li>Watering over summer may greatly increase survival of transplanted shallow-soil endemics as individuals that did not reach cracks with sufficient water supply before summer get another chance. However, long term establishment will be dependent on obtaining a more permanent access to a water supply</li>
</ul>",,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
575,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
578,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
1313,<p>None</p>,<p>None</p>,<p>None</p>,<p>None</p>,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
412,"<p>Many full or interim recovery plans of DRF in WA have involved translocation of nursery-grown plants. Although some of these translocations have been successful others have been more problematic. The reasons for either failure or success have sometimes been unclear. In many cases more detailed information is needed to be able to accurately determine the likelihood of both short term success, by understanding factors critical for initial establishment and reaching reproductive maturity, and long term success in terms of recruitment and establishing a viable population. The proposed translocations involve a collaboration with UWA (through the PhD student Christine Allen and a shared position with UWA Plant Biology) to further improve our understanding of seedling establishment, growth and survival by examining several factors in an experimental setup. Below further background is provided for the translocations of two threatened plants (Declared Rare Flora) that have been set up for this project.</p>
<p><em>Banksia ionthocarpa</em> subsp. _ionthocarpa_is confined to a single population (with 2 subpopulations), totaling less than 1000 plants, in the Kamballup region south of the Stirling Range NP. The species is classified as Endangered under the EPBC Act 1999. It occurs on gravely clay-loam over spongolite in open shrub mallee habitat. From 1999 onwards DEC has tried to establish a second population in similar habitat in Kalgan Plains Nature Reserve with limited success (less then 70 surviving out of 389 transplanted individuals). The proposed translocation will augment this newly established population with approximately 540 young seedlings (see attached map). </p>
<p><em>Acacia awestoniana</em> is endemic to the northern portion of Stirling Range NP where it occurs in 3 metapopulations totalling approximately 1000 plants. The species is classified as Vulnerable under the Endangered Species Protection Act 1992. It occurs in the understorey of Wandoo woodlands and along watercourses in loam or sandy loam soils overlain with pebbles. The proposed translocation will augment one of the current metapopulations with 864 young seedlings . </p>","<ul>
<li>The creation of a self sustaining population of both threatened species thereby improving their conservation status. </li>
<li>Knowledge that can enhance the management and success of future threatened flora translocations.</li>
</ul>",,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
419,"<p>The contribution of canker fungi to stem and branch death in South Western Australia has largely been ignored (Davison &amp; Tay 1983, Shearer 1992). Past records have shown that two days with temperatures over 40ºC and high winds was associated with rapid extension of <em>Botryosphaeria _sp. lesions in _Banksia speciosa _leading to the death of affected trees near Hopetoun (Shearer 1994). Since 1994 there has been a steady increase in canker reports and samples received for identification particularly in the declared rare flora _Banksia verticillata</em>, <em>B.brownii _as well as non threatened taxa such as _B. baxteri, B. coccinea</em>, and <em>B. sessilis</em>. South Coast Regional staff have expressed concern that many of the natural populations of <em>B. anatona, B. verticillata</em> and <em>Lambertia orbifolia</em> spp. <em>orbifolia</em> (including a translocated population) DRF appear to be succumbing to canker by degrees. Families outside the Proteaceae are also impacted, eg. _Acacia accuminatus _and _Calothamnus quadrifidus _are also recorded as having high rates of branch and stem cankers (Pathogen of the month 2007, DEC records).</p>
<p>Observation and increase in sample numbers suggests that the incidence and severity of these events is increasing which indicates a shift in the host/pathogen/environment disease triangle has occurred. As the hosts are endemic and the pathogens also appear endemic this leaves environmental change as the likely reason for the change in impact. Quantification of canker incidence and severity requires semi permanent transects to be established and monitored across the region and compared simultaneously with climatic data.</p>
<p>Direct therapy for the affected hosts is one management option available within a holistic disease management strategy. As Denman (2004) has been able to show reduced canker activity with application of several fungicides in <em>Protea magnifica _in the field it is quite likely that these fungicides will be capable of reducing impact of cankers in affected species particularly _B. verticillata</em> and_ L. orbifolia _in the South Coast of Western Australia.</p>","<p>Predictive capacity of canker impact in Proteaceae with temperature increases. Increased management options by development of prescriptions for fungicidal treatments to reduce cankers in affected DRF (including translocated populations), TEC’S and native plant communities of significant biodiversity value in South Western Australia. Improved knowledge of a threatening process impacting high value plant communities. </p>",,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
418,,,"<p>Knowledge of stand dynamics and growth, water relations and forest health to underpin development of strategies for managing regrowth forest for a range of values. </p>",<p>This project contributes knowledge required for strategic goals 4.3 and 4.9 of the _Strategic Plan for Biodiversity Conservation Research.  _</p>,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
420,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
440,"<p>Science Division's Strategic Plan for Biodiversity Conservation Research</p>
<p>Goal 1 (Understand the composition of, and patterning in, terrestrial and marine biodiversity) - Action 1.20.</p>
<p>Goal 2 (Understand the threats to biodiversity and develop evidence-based management options to ameliorate threats) - Actions 2.2, 2.25, 2.27 and 2.39.</p>
<p>A 100-year Biodiversity Conservation Strategy for Western Australia</p>
<p>KSI1 (Build biodiversity knowledge and improve information management) Objective: To improve scientific knowledge of the composition and patterns of biodiversity and trends in biodiversity.</p>
<p>DEC Corporate Plan 2007-2009</p>
<p>Key Strategic Direction 1 (Conserving Biodiversity): Objective ""Expand and improve the marine, aquatic and terrestrial conservation reserve system - Undertake systematic surveys of the State's biodiversity.</p>","<p>This project will deliver data from new surveys into the greater Swan Coastal Plain Floristic and Reserve Survey dataset which can be used by the relevant authorities, ranging from NGO's, local governments, statutory planning authorities (including the DEC) and the OEPA/EPA to make informed decision on land and resource development on the Swan Coastal Plain. Other outcome will include:</p>
<ul>
<li>Information for the Commonwealth's (DSEWPaC) Strategic Assessment of the Greater Perth and Peel Region.</li>
<li>Greater appreciation of the CAR reserve network on the Swan Coastal Plain</li>
<li>A better informed guide for use is assessing offset requirements and use of offset monies for acquiring conservation lands, especially north of Perth.</li>
<li>User guides for re-vegetation in Tuart Forest, Jandakot Park, and other conservation and regional parks.</li>
<li>Identification of a series of TEC and PEC north of Perth on the Swan Coastal Plain.</li>
</ul>","<p>Other Scientists: V. Longman, B. Keighery</p>
<p>External Collaborators: EA Griffin (Species and Communities Branch Contract), V. English (Species and Communities Branch), L. Mucina (University of Western Australia), Andrew Webb (South-West Region)</p>
<p>Volunteer(s): Wildflower Society Bushland Survey Group</p>","<p>Science Division's Strategic Plan for Biodiversity Conservation Research</p>
<p>Goal 1 (Understand the composition of, and patterning in, terrestrial and marine biodiversity) - Action 1.20.</p>
<p>Goal 2 (Understand the threats to biodiversity and develop evidence-based management options to ameliorate threats) - Actions 2.2, 2.25, 2.27 and 2.39.</p>
<p>A 100-year Biodiversity Conservation Strategy for Western Australia</p>
<p>KSI1 (Build biodiversity knowledge and improve information management) Objective: To improve scientific knowledge of the composition and patterns of biodiversity and trends in biodiversity.</p>
<p>DEC Corporate Plan 2007-2009</p>
<p>Key Strategic Direction 1 (Conserving Biodiversity): Objective ""Expand and improve the marine, aquatic and terrestrial conservation reserve system - Undertake systematic surveys of the State's biodiversity.</p>","[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
421,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
422,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
423,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
424,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
427,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
428,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
429,,,,,"[[""Role"", ""Year 1"", ""Year 2"", ""Year 3""], [""Scientist"", """", """", """"], [""Technical"", """", """", """"], [""Volunteer"", """", """", """"], [""Collaborator"", """", """", """"]]","[[""Source"", ""Year 1"", ""Year 2"", ""Year 3""], [""Consolidated Funds (DPaW)"", """", """", """"], [""External Funding"", """", """", """"]]",,,
